店铺ID,店铺名,托管模式,店铺LOGO,在售商品数,店铺总销量,店铺评分,粉丝数,商品ID,商品标题（中文）,商品标题（英文）,商品主图,商品轮播图,商品视频,商品链接,前台分类（英文）,前台分类（中文）,后台分类,标签,美元价格($),欧元价格(€),GMV($),GMV(€),总销量,日销量,周销量,月销量,美区评分,美区评论数,上架时间,收录时间,main_url,标题,banned,banned_hits
634418222371434.0,SKLSKL,全托,https://img-2.kwcdn.com/supplier-public-tag/201a0da9c52/a339e003-c53e-422c-8a2b-272505795989_300x300.jpeg,155.0,49000.0,4.9,1904.0,606169267578191,1件装，8.0*8.0英寸圆形阿拉伯文铝制标牌，复古装饰挂牌，印有“孟加拉字母”，墙面艺术装饰，适用于装饰卧室、客厅、书房、办公室、餐厅及咖啡馆,1件装，8.0*8.0英寸圆形阿拉伯文铝制标牌，复古装饰挂牌，印有“孟加拉字母”，墙面艺术装饰，适用于装饰卧室、客厅、书房、办公室、餐厅及咖啡馆,https://img.kwcdn.com/product/2066d90a28/8f1a5e8c-6d8a-4a38-8adc-aff33d07e2d0_800x800.jpeg,[https://img.kwcdn.com/product/2066d90a28/8f1a5e8c-6d8a-4a38-8adc-aff33d07e2d0_800x800.jpeg],,https://www.temu.com/search_result.html?search_key=606169267578191&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[30天内最低价格],5.62,4.83,,,0,,,,,0,2026-09-12 00:11:58,,https://img.kwcdn.com/product/2066d90a28/8f1a5e8c-6d8a-4a38-8adc-aff33d07e2d0_800x800.jpeg,1件装，8.0*8.0英寸圆形阿拉伯文铝制标牌，复古装饰挂牌，印有“孟加拉字母”，墙面艺术装饰，适用于装饰卧室、客厅、书房、办公室、餐厅及咖啡馆,False,
634418212458616.0,iDUDU Party,全托,https://img-2.kwcdn.com/supplier-public-tag/1eac595619/93d1156b-4d02-45a9-b571-819905830817_300x300.jpeg,256.0,17209.0,4.9,264.0,606169418569831,,"109pcs Balloon Arch Kit Featuring Blue, Golden, And White Colors with a Bear in a Basket, Perfect for a Shower Celebration Back to School",https://img.kwcdn.com/product/open/916e01fc8840477cb9557d3033fdf904-goods.jpeg,[https://img.kwcdn.com/product/open/916e01fc8840477cb9557d3033fdf904-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606169418569831&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],16.82,14.46,,,18,,,,,0,2026-09-12 01:57:21,,https://img.kwcdn.com/product/open/916e01fc8840477cb9557d3033fdf904-goods.jpeg,"109pcs Balloon Arch Kit Featuring Blue, Golden, And White Colors with a Bear in a Basket, Perfect for a Shower Celebration Back to School",False,
634418226253397.0,BeautyBeddingDthree,全托,https://img-2.kwcdn.com/supplier-public-tag/20add700bd/a353d0e9-87d2-43e1-881f-62e2229a30d8_300x300.jpeg,45.0,4106.0,4.6,25.0,606169468879098,标题：纯手工制作工艺百分百梭织全棉1pcs艺术枕套抱枕套（1不含芯），温暖欢愉的圣诞氛围，红色印花设计搭配可爱小动物图案，面料柔软舒适，全棉枕套（不含枕芯）。,标题：纯手工制作工艺百分百梭织全棉1pcs艺术枕套抱枕套（1不含芯），温暖欢愉的圣诞氛围，红色印花设计搭配可爱小动物图案，面料柔软舒适，全棉枕套（不含枕芯）。,https://img.kwcdn.com/product/open/cf1872a7cab44e15a4ef47d016d3cca3-goods.jpeg,[https://img.kwcdn.com/product/open/cf1872a7cab44e15a4ef47d016d3cca3-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606169468879098&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[棉],3.27,2.81,,,0,,,,,0,2026-09-12 11:25:05,,https://img.kwcdn.com/product/open/cf1872a7cab44e15a4ef47d016d3cca3-goods.jpeg,标题：纯手工制作工艺百分百梭织全棉1pcs艺术枕套抱枕套（1不含芯），温暖欢愉的圣诞氛围，红色印花设计搭配可爱小动物图案，面料柔软舒适，全棉枕套（不含枕芯）。,False,
634418227625913.0,,全托,,32.0,3.0,,,606170022527278,1pc，11盎司陶瓷黑色咖啡杯，可定制名字文案的，带有海龟图案 -耐用陶瓷杯适用于家庭、办公室、四季节日礼物（圣诞节、复活节、情人节、生日），家居饮品器具，可重复使用杯子，坚固饮料容器，办公室员工专属，送给妈妈的，一起烹饪的可爱厨房主题精心设计,1pc，11盎司陶瓷黑色咖啡杯，可定制名字文案的，带有海龟图案 -耐用陶瓷杯适用于家庭、办公室、四季节日礼物（圣诞节、复活节、情人节、生日），家居饮品器具，可重复使用杯子，坚固饮料容器，办公室员工专属，送给妈妈的，一起烹饪的可爱厨房主题精心设计,https://img.kwcdn.com/product/2019505ea28/11cbeb1d-424d-43c3-8c05-ec54f2c40621_1200x1200.jpeg,[https://img.kwcdn.com/product/2019505ea28/11cbeb1d-424d-43c3-8c05-ec54f2c40621_1200x1200.jpeg],,https://www.temu.com/search_result.html?search_key=606170022527278&search_method=user,Home & Kitchen/Glassware & Drinkware,家居厨房用品/杯具,,[广告],7.21,6.2,,,0,,,,,0,2026-09-12 13:06:03,,https://img.kwcdn.com/product/2019505ea28/11cbeb1d-424d-43c3-8c05-ec54f2c40621_1200x1200.jpeg,1pc，11盎司陶瓷黑色咖啡杯，可定制名字文案的，带有海龟图案 -耐用陶瓷杯适用于家庭、办公室、四季节日礼物（圣诞节、复活节、情人节、生日），家居饮品器具，可重复使用杯子，坚固饮料容器，办公室员工专属，送给妈妈的，一起烹饪的可爱厨房主题精心设计,False,
2556454157547.0,Rxbamalor,全托,https://img-2.kwcdn.com/supplier-public-tag/1dab9aafae/8cc22bef-d97f-4c99-bc0d-114f73502640_300x300.jpeg,132.0,450000.0,4.8,20489.0,606170139998710,无缝玫瑰花卉蛋糕装饰模板，可重复使用PET材质喷枪喷绘模板，绽放花朵与叶片造型模具，适用于奶油翻糖蛋糕周边装饰，婚庆生日DIY烘焙用品,无缝玫瑰花卉蛋糕装饰模板，可重复使用PET材质喷枪喷绘模板，绽放花朵与叶片造型模具，适用于奶油翻糖蛋糕周边装饰，婚庆生日DIY烘焙用品,https://img.kwcdn.com/product/open/a8e8005081d44faa88724e6f18c36954-goods.jpeg,[https://img.kwcdn.com/product/open/a8e8005081d44faa88724e6f18c36954-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606170139998710&search_method=user,Home & Kitchen/Bakeware,家居厨房用品/烘焙用品,,[仅剩3件],2.06,1.77,,,2,,,,,0,2026-09-12 15:54:54,,https://img.kwcdn.com/product/open/a8e8005081d44faa88724e6f18c36954-goods.jpeg,无缝玫瑰花卉蛋糕装饰模板，可重复使用PET材质喷枪喷绘模板，绽放花朵与叶片造型模具，适用于奶油翻糖蛋糕周边装饰，婚庆生日DIY烘焙用品,False,
634418218462507.0,Green Home Furnishings,全托,https://img-2.kwcdn.com/supplier-public-tag/1fad18b430/39dd6802-8e63-4a14-82da-fceb3db27160_300x300.jpeg,12.0,118130.0,4.8,8138.0,606170492286974,1个可调节颈枕，颈部放松枕，人体工学颈椎支撑枕，舒适助眠枕，慢回弹枕头，超透气凉感面料，适合侧卧、仰卧和俯卧睡眠,"1pc Adjustable Neck Pillow, Neck Relaxation Pillow, Ergonomic Cervical Support Pillow, Comfortable Sleep Aid Pillow, Slow-rebound Pillow, Ultra-breathable Cool Fabric, Suitable for Side, Back, and Stomach Sleeping",https://img.kwcdn.com/product/open/e8ad7aa1564c4a49855b642c6849c723-goods.jpeg,[https://img.kwcdn.com/product/open/e8ad7aa1564c4a49855b642c6849c723-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606170492286974&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[],38.33,32.94,0.0,0.0,0,0.0,0.0,0.0,,0,2026-09-12 17:29:46,,https://img.kwcdn.com/product/open/e8ad7aa1564c4a49855b642c6849c723-goods.jpeg,1个可调节颈枕，颈部放松枕，人体工学颈椎支撑枕，舒适助眠枕，慢回弹枕头，超透气凉感面料，适合侧卧、仰卧和俯卧睡眠,False,
634418217585661.0,Lady Gifts,全托,https://img-2.kwcdn.com/supplier-public-tag/1f14f501f18/bab2622c-15cc-4645-8599-cca40cd21741_300x300.jpeg,374.0,23000.0,5.0,850.0,606170693611839,1pc，16oz玻璃杯苏打水罐带竹盖和玻璃吸管，UV印刷 四叶草，花朵，绿色图案，玻璃咖啡杯果汁饮料玻璃罐，家居厨房派对饮具，圣帕特里克节礼物母亲节礼物，节日/生日礼物，返校季/教师节玻璃杯，情人节/父亲节/狂欢节礼物，生日派对饮具,1pc，16oz玻璃杯苏打水罐带竹盖和玻璃吸管，UV印刷 四叶草，花朵，绿色图案，玻璃咖啡杯果汁饮料玻璃罐，家居厨房派对饮具，圣帕特里克节礼物母亲节礼物，节日/生日礼物，返校季/教师节玻璃杯，情人节/父亲节/狂欢节礼物，生日派对饮具,https://img.kwcdn.com/product/open/da02df12283b47e8a74f44bbf0ab5f79-goods.jpeg,[https://img.kwcdn.com/product/open/da02df12283b47e8a74f44bbf0ab5f79-goods.jpeg],https://goods-vod.kwcdn.com/goods-video/a688577dc505b2b1cc4dad62054bc02184f69c11gs2CV.f30.mp4,https://www.temu.com/search_result.html?search_key=606170693611839&search_method=user,Home & Kitchen/Glassware & Drinkware,家居厨房用品/杯具,,[],7.85,6.75,,,0,,,,,0,2026-09-12 11:40:29,,https://img.kwcdn.com/product/open/da02df12283b47e8a74f44bbf0ab5f79-goods.jpeg,1pc，16oz玻璃杯苏打水罐带竹盖和玻璃吸管，UV印刷 四叶草，花朵，绿色图案，玻璃咖啡杯果汁饮料玻璃罐，家居厨房派对饮具，圣帕特里克节礼物母亲节礼物，节日/生日礼物，返校季/教师节玻璃杯，情人节/父亲节/狂欢节礼物，生日派对饮具,False,
634418227392506.0,AKKKUK,全托,https://img-2.kwcdn.com/supplier-public-tag/20add701c8/d524cfc0-0a71-45ed-9d94-49868e217a2f_300x300.jpeg,212.0,13000.0,4.9,306.0,606170693643050,2D平面复古铝制绿色树木脸墙牌 - 19.99Cm圆形装饰标牌，精致树根设计，非常适合家庭、办公室或花园装饰，可重复使用的春季主题花环中心装饰品，节日和厨房装饰,2D平面复古铝制绿色树木脸墙牌 - 19.99Cm圆形装饰标牌，精致树根设计，非常适合家庭、办公室或花园装饰，可重复使用的春季主题花环中心装饰品，节日和厨房装饰,https://img.kwcdn.com/product/open/3abe3c5d3ffe45afabbde0d145c36ee0-goods.jpeg,[https://img.kwcdn.com/product/open/3abe3c5d3ffe45afabbde0d145c36ee0-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606170693643050&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],3.59,3.09,,,0,,,,,0,2026-09-12 13:12:37,,https://img.kwcdn.com/product/open/3abe3c5d3ffe45afabbde0d145c36ee0-goods.jpeg,2D平面复古铝制绿色树木脸墙牌 - 19.99Cm圆形装饰标牌，精致树根设计，非常适合家庭、办公室或花园装饰，可重复使用的春季主题花环中心装饰品，节日和厨房装饰,False,
634418222382178.0,DZSYJ DE ZS,,https://img-2.kwcdn.com/supplier-public-tag/21140d64ad0/bf075534-e71a-4b78-82b3-a5b0f4b4746d_300x300.jpeg,,,5.0,136.0,606171079507110,2D Flat 1块意大利标语复古铁皮画 20x30cm | 铝制金属装饰画，画面呈现雪人、雪橇、小木屋等冬日雪景，意大利语标语传递节日祝福，适用于圣诞节、冬日主题派对等场景，适合送给喜爱冬日风情、热爱圣诞氛围的亲人或朋友，是兼具节日氛围与艺术感的装饰性标志与牌匾，墙面装饰,2D Flat 1块意大利标语复古铁皮画 20x30cm | 铝制金属装饰画，画面呈现雪人、雪橇、小木屋等冬日雪景，意大利语标语传递节日祝福，适用于圣诞节、冬日主题派对等场景，适合送给喜爱冬日风情、热爱圣诞氛围的亲人或朋友，是兼具节日氛围与艺术感的装饰性标志与牌匾，墙面装饰,https://img.kwcdn.com/product/fancy/09c4f7c5-6aa5-4378-b91b-be81fa981401.jpg,[https://img.kwcdn.com/product/fancy/09c4f7c5-6aa5-4378-b91b-be81fa981401.jpg],https://goods-vod.kwcdn.com/goods-video/84eeca048259fd580225c86829e3a89d278ac4c9gs2CV.f30.mp4,https://www.temu.com/search_result.html?search_key=606171079507110&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[],5.59,4.8,,,0,,,,,0,2026-09-12 15:47:20,,https://img.kwcdn.com/product/fancy/09c4f7c5-6aa5-4378-b91b-be81fa981401.jpg,2D Flat 1块意大利标语复古铁皮画 20x30cm | 铝制金属装饰画，画面呈现雪人、雪橇、小木屋等冬日雪景，意大利语标语传递节日祝福，适用于圣诞节、冬日主题派对等场景，适合送给喜爱冬日风情、热爱圣诞氛围的亲人或朋友，是兼具节日氛围与艺术感的装饰性标志与牌匾，墙面装饰,False,
634418224165488.0,Popparty,全托,https://img-2.kwcdn.com/supplier-public-tag/20237f2ade/e6d86191-c45f-4200-8ddb-efc955f04569_300x300.png,176.0,210245.0,4.9,3842.0,606172019048435,2个恐龙蛋铝箔气球，可爱创意设计，适用于恐龙主题生日派个装饰用品、性别宣布、照片背景道具、派个房间装饰、迎婴派个,2个恐龙蛋铝箔气球，可爱创意设计，适用于恐龙主题生日派个装饰用品、性别宣布、照片背景道具、派个房间装饰、迎婴派个,https://img.kwcdn.com/product/open/51fa4a92cf7e4d13aeb312db7b4b4f34-goods.jpeg,"https://img.kwcdn.com/product/open/51fa4a92cf7e4d13aeb312db7b4b4f34-goods.jpeg,https://img.kwcdn.com/product/open/123c3d9b29824799a0da35b7b77abe2e-goods.jpeg,https://img.kwcdn.com/product/open/659f0caddde34e7faa800ce8eade9072-goods.jpeg,https://img.kwcdn.com/product/open/54015334e69044aeb8548a8860ff11c2-goods.jpeg,https://img.kwcdn.com/product/open/50b0640a68544f778436aa1df28cf2fd-goods.jpeg,https://img.kwcdn.com/product/open/debcb2090b334b9ea9595d53a5f66b0e-goods.jpeg,https://img.kwcdn.com/product/open/a05568ead0534c1bbca4256c8c3c6c6d-goods.jpeg,https://img.kwcdn.com/product/open/0bb7d8cae5b8455dab13c7aeb4e6d7e7-goods.jpeg,https://img.kwcdn.com/product/open/0e37e6a2e0a54281859795030290f934-goods.jpeg",,https://www.temu.com/search_result.html?search_key=606172019048435&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,家居、厨房用品/活动和派对用品/儿童派对用品/儿童派对装饰物/气球,[店铺入驻Temu已1年],2.29,1.97,,,99,,,,,0,2026-09-12 15:52:33,,https://img.kwcdn.com/product/open/51fa4a92cf7e4d13aeb312db7b4b4f34-goods.jpeg,2个恐龙蛋铝箔气球，可爱创意设计，适用于恐龙主题生日派个装饰用品、性别宣布、照片背景道具、派个房间装饰、迎婴派个,False,
634418230245466.0,LCF Art,,https://img-2.kwcdn.com/supplier-public-tag/21137b27856/9224f062-b057-4b9a-9091-c89c075ee5ad_300x300.jpeg,,,4.3,4.0,606172488805755,"2D平面，2D平面，[2D平面] 1件无框2D艺术印刷品，12"" X 16"" 纽约城市天际线海报，世界贸易中心1号楼帆布墙面装饰，现代建筑家居礼品，趣味粉色城市艺术","2D平面，2D平面，[2D平面] 1件无框2D艺术印刷品，12"" X 16"" 纽约城市天际线海报，世界贸易中心1号楼帆布墙面装饰，现代建筑家居礼品，趣味粉色城市艺术",https://img.kwcdn.com/product/aisc_image/algo/opt/6b3170c0/3b2e2366/Tf2lba61101ba67c54eaf9fad1f81c5a641da-goods.jpeg,[https://img.kwcdn.com/product/aisc_image/algo/opt/6b3170c0/3b2e2366/Tf2lba61101ba67c54eaf9fad1f81c5a641da-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606172488805755&search_method=user,Home & Kitchen/Wall Art,家居厨房用品/墙面装饰,,[广告],4.71,4.05,,,0,,,,,0,2026-09-12 15:47:10,,https://img.kwcdn.com/product/aisc_image/algo/opt/6b3170c0/3b2e2366/Tf2lba61101ba67c54eaf9fad1f81c5a641da-goods.jpeg,"2D平面，2D平面，[2D平面] 1件无框2D艺术印刷品，12"" X 16"" 纽约城市天际线海报，世界贸易中心1号楼帆布墙面装饰，现代建筑家居礼品，趣味粉色城市艺术",False,
634418219823218.0,ZHU SWEET,全托,https://img-2.kwcdn.com/supplier-public-tag/1f19348dc80/4231b5f7-3d30-4e43-a08e-e1c7bce9ab21_300x300.jpeg,261.0,20000.0,5.0,438.0,606172773975522,2D flat printing、可旋转陶瓷风格马雕像，带花卉底座和亚克力展示牌 - 华丽的中国风迷你桌面装饰，金色马具与设计，可收藏摆件，适合办公室/书架（无旋转限制），,2D flat printing、可旋转陶瓷风格马雕像，带花卉底座和亚克力展示牌 - 华丽的中国风迷你桌面装饰，金色马具与设计，可收藏摆件，适合办公室/书架（无旋转限制），,https://img.kwcdn.com/product/open/5e1584650975470889fa9aac0dde8ac8-goods.jpeg,[https://img.kwcdn.com/product/open/5e1584650975470889fa9aac0dde8ac8-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606172773975522&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[],3.24,2.78,,,0,,,,,0,2026-09-12 13:30:01,,https://img.kwcdn.com/product/open/5e1584650975470889fa9aac0dde8ac8-goods.jpeg,2D flat printing、可旋转陶瓷风格马雕像，带花卉底座和亚克力展示牌 - 华丽的中国风迷你桌面装饰，金色马具与设计，可收藏摆件，适合办公室/书架（无旋转限制），,False,
4521452813952.0,Old two balloons,全托,https://img-2.kwcdn.com/supplier-public-tag/86daebdc-8c52-4f09-9389-67c9fe82cd85,970.0,123269.0,4.8,2196.0,606173780622560,2D平面照相亭道具1件，复活节车库门背景布，节日兔子兔子和彩色鸡蛋，阳光天空和花田设计，适合入口和派对摄影，无需电源w,2D平面照相亭道具1件，复活节车库门背景布，节日兔子兔子和彩色鸡蛋，阳光天空和花田设计，适合入口和派对摄影，无需电源w,https://img.kwcdn.com/product/open/4f8f46ae4ebf467984d7dd9880cff24f-goods.jpeg,[https://img.kwcdn.com/product/open/4f8f46ae4ebf467984d7dd9880cff24f-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606173780622560&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],16.67,14.32,,,0,,,,,0,2026-09-12 14:50:43,,https://img.kwcdn.com/product/open/4f8f46ae4ebf467984d7dd9880cff24f-goods.jpeg,2D平面照相亭道具1件，复活节车库门背景布，节日兔子兔子和彩色鸡蛋，阳光天空和花田设计，适合入口和派对摄影，无需电源w,False,
634418215250818.0,JU CAI JIE RI YONG PIN,全托,https://img-2.kwcdn.com/supplier-public-tag/1f135082420/2a6b0f9a-5bad-44a1-a105-1d873edf4c93_300x300.jpeg,190.0,57000.0,4.8,90.0,606174367853800,"2D 圣诞快乐车库横幅背景,雪人,红色汽车和松鼠设计,非常适合室内/室外装饰,圣诞节派对背景,小屋和派对摄影背景,244*213cm/96*83.8in,涤纶材质","2D 圣诞快乐车库横幅背景,雪人,红色汽车和松鼠设计,非常适合室内/室外装饰,圣诞节派对背景,小屋和派对摄影背景,244*213cm/96*83.8in,涤纶材质",https://img.kwcdn.com/product/fancy/3586ad2a-0b5d-4034-bd08-ca80486fb737.jpg,[https://img.kwcdn.com/product/fancy/3586ad2a-0b5d-4034-bd08-ca80486fb737.jpg],,https://www.temu.com/search_result.html?search_key=606174367853800&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],16.2,13.93,,,0,,,,,0,2026-09-12 15:28:12,,https://img.kwcdn.com/product/fancy/3586ad2a-0b5d-4034-bd08-ca80486fb737.jpg,"2D 圣诞快乐车库横幅背景,雪人,红色汽车和松鼠设计,非常适合室内/室外装饰,圣诞节派对背景,小屋和派对摄影背景,244*213cm/96*83.8in,涤纶材质",False,
634418228679050.0,HYBH Covers,全托,https://img-2.kwcdn.com/supplier-public-tag/212a0c628c/7c3131c7-d5ea-4fbb-95f0-520db197c0b3_300x300.jpeg,392.0,3151.0,5.0,20.0,606174787244016,5件套/7件套紫色碎花桌布椅套套装，适用于野餐、婚礼、派对——机制方形桌布带椅套保护垫，用于餐饮装饰的面料，易于打理的餐桌布置，2D平面印花,5件套/7件套紫色碎花桌布椅套套装，适用于野餐、婚礼、派对——机制方形桌布带椅套保护垫，用于餐饮装饰的面料，易于打理的餐桌布置，2D平面印花,https://img.kwcdn.com/product/211a2a44448/171ea04c-2f35-4164-8164-d3b74f7f93d9_1000x1000.jpeg,[https://img.kwcdn.com/product/211a2a44448/171ea04c-2f35-4164-8164-d3b74f7f93d9_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=606174787244016&search_method=user,Home & Kitchen/Kitchen & Table Linens,家居厨房用品/餐厨布艺,,[30天内最低价格],31.79,27.32,,,0,,,,,0,2026-09-12 13:20:13,,https://img.kwcdn.com/product/211a2a44448/171ea04c-2f35-4164-8164-d3b74f7f93d9_1000x1000.jpeg,5件套/7件套紫色碎花桌布椅套套装，适用于野餐、婚礼、派对——机制方形桌布带椅套保护垫，用于餐饮装饰的面料，易于打理的餐桌布置，2D平面印花,False,
634418214023636.0,MeiLunlun,全托,https://img-2.kwcdn.com/supplier-public-tag/21140d65358/6f7e9d77-2d79-4e2f-b6ff-26713cba91a4_300x300.jpeg,180.0,41000.0,4.7,984.0,606175710039137,一件斑点装饰花瓶，采用极简风格，是梳妆台、卧室及玄关柜的理想之选，为日式北欧风及温馨简约的室内装饰增添一抹乡村韵味,一件斑点装饰花瓶，采用极简风格，是梳妆台、卧室及玄关柜的理想之选，为日式北欧风及温馨简约的室内装饰增添一抹乡村韵味,https://img.kwcdn.com/product/fancy/ada27a52-951f-4bfb-bdac-c4e1c16ecf4e.jpg,[https://img.kwcdn.com/product/fancy/ada27a52-951f-4bfb-bdac-c4e1c16ecf4e.jpg],,https://www.temu.com/search_result.html?search_key=606175710039137&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],6.57,5.65,,,3,,,,,0,2026-09-12 15:11:50,,https://img.kwcdn.com/product/fancy/ada27a52-951f-4bfb-bdac-c4e1c16ecf4e.jpg,一件斑点装饰花瓶，采用极简风格，是梳妆台、卧室及玄关柜的理想之选，为日式北欧风及温馨简约的室内装饰增添一抹乡村韵味,False,
634418227923450.0,DZ A,全托,https://img-2.kwcdn.com/supplier-public-tag/2019505c284/38a56d02-9368-4735-a3aa-d1fbec1b03aa_300x300.jpeg,336.0,43000.0,5.0,2302.0,606177471636183,1PC 2D平面软磁铁，采用亚克力和橡胶制成，描绘了一位安详的动漫美人在梦幻樱花和服场景中，背景是一个仙境般的湖泊 - 是动漫爱好者、日系爱好者、母亲节和毕业庆祝活动的理想礼物,1PC 2D平面软磁铁，采用亚克力和橡胶制成，描绘了一位安详的动漫美人在梦幻樱花和服场景中，背景是一个仙境般的湖泊 - 是动漫爱好者、日系爱好者、母亲节和毕业庆祝活动的理想礼物,https://img.kwcdn.com/product/open/7184264744ff444b8ad2e5b165219b37-goods.jpeg,[https://img.kwcdn.com/product/open/7184264744ff444b8ad2e5b165219b37-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606177471636183&search_method=user,Home & Kitchen/Kitchen Utensils & Supplies,家居厨房用品/厨房用品,,[],1.55,1.33,,,21,,,,,0,2026-09-12 10:15:09,,https://img.kwcdn.com/product/open/7184264744ff444b8ad2e5b165219b37-goods.jpeg,1PC 2D平面软磁铁，采用亚克力和橡胶制成，描绘了一位安详的动漫美人在梦幻樱花和服场景中，背景是一个仙境般的湖泊 - 是动漫爱好者、日系爱好者、母亲节和毕业庆祝活动的理想礼物,False,
634418230392508.0,jinyuAB,,https://img-2.kwcdn.com/supplier-public-tag/21137b28a04/af5bc49e-002c-4bbe-8630-4c7f8ab5cf2d_300x300.jpeg,,,5.0,6.0,606178931254234,1pc 8*8in/20x20cm的2D平面圆形铝标牌，有关9/11世贸双塔的复古铝牌匾，911事件纪念装饰牌，适合客厅装饰，书房装饰，办公室装饰或礼物。,1pc 8*8in/20x20cm的2D平面圆形铝标牌，有关9/11世贸双塔的复古铝牌匾，911事件纪念装饰牌，适合客厅装饰，书房装饰，办公室装饰或礼物。,https://img.kwcdn.com/product/2123a61e84/46e85e2c-2c12-4947-8e31-753f532b536a_1000x1000.png,[https://img.kwcdn.com/product/2123a61e84/46e85e2c-2c12-4947-8e31-753f532b536a_1000x1000.png],,https://www.temu.com/search_result.html?search_key=606178931254234&search_method=user,Home & Kitchen/Seasonal Decor,家居厨房用品/节日饰品,,[],5.27,4.53,,,0,,,,,0,2026-09-12 12:41:10,,https://img.kwcdn.com/product/2123a61e84/46e85e2c-2c12-4947-8e31-753f532b536a_1000x1000.png,1pc 8*8in/20x20cm的2D平面圆形铝标牌，有关9/11世贸双塔的复古铝牌匾，911事件纪念装饰牌，适合客厅装饰，书房装饰，办公室装饰或礼物。,False,
634418219808659.0,Aurora Ember Shop,全托,https://img-2.kwcdn.com/supplier-public-tag/1f19348dba0/4d62335a-1720-49a8-9e5c-a17aab7bf0be_300x300.jpeg,31.0,20000.0,4.8,642.0,606179820448602,【jit】2件 聚酯窗帘 红梅藤蔓光影情人节装饰窗帘 厨房窗帘 高清数码印花窗帘 卧室窗帘 穿杆设计 适用于厨房、卧室装饰,【jit】2件 聚酯窗帘 红梅藤蔓光影情人节装饰窗帘 厨房窗帘 高清数码印花窗帘 卧室窗帘 穿杆设计 适用于厨房、卧室装饰,https://img.kwcdn.com/product/open/aa9fc26aff1f43cdbafdc552516b550e-goods.jpeg,[https://img.kwcdn.com/product/open/aa9fc26aff1f43cdbafdc552516b550e-goods.jpeg],,https://www.temu.com/search_result.html?search_key=606179820448602&search_method=user,Home & Kitchen/Window Treatments & Hardware,家居厨房用品/窗饰及配件,,[60天内最低价格],6.06,5.21,,,0,,,,,0,2026-09-12 16:03:20,,https://img.kwcdn.com/product/open/aa9fc26aff1f43cdbafdc552516b550e-goods.jpeg,【jit】2件 聚酯窗帘 红梅藤蔓光影情人节装饰窗帘 厨房窗帘 高清数码印花窗帘 卧室窗帘 穿杆设计 适用于厨房、卧室装饰,False,
634418222395740.0,EDFVH,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/bc64149c-fd00-4e5d-b460-8d35289b799d_300x300.jpeg,2400.0,77610.0,4.8,2474.0,606179820449823,1个中世纪十字军壁饰 - 坚固的铁骑士标志，非常适合家庭使用、男士洞穴和中世纪主题室内装饰 - 经典十字军骑士牌匾，送给历史爱好者和战士的礼物,1个中世纪十字军壁饰 - 坚固的铁骑士标志，非常适合家庭使用、男士洞穴和中世纪主题室内装饰 - 经典十字军骑士牌匾，送给历史爱好者和战士的礼物,https://img.kwcdn.com/product/fancy/8850d56e-d58d-4ba5-b202-303437b40b67.jpg,[https://img.kwcdn.com/product/fancy/8850d56e-d58d-4ba5-b202-303437b40b67.jpg],,https://www.temu.com/search_result.html?search_key=606179820449823&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],4.78,4.11,,,2,,,,,0,2026-09-12 15:37:16,,https://img.kwcdn.com/product/fancy/8850d56e-d58d-4ba5-b202-303437b40b67.jpg,1个中世纪十字军壁饰 - 坚固的铁骑士标志，非常适合家庭使用、男士洞穴和中世纪主题室内装饰 - 经典十字军骑士牌匾，送给历史爱好者和战士的礼物,False,
