排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
81,1.08489870946708,606888255186898,2件装粘性淋浴架，适用于室内淋浴间，浴室收纳架，带 5 个挂钩，无需钻孔，壁挂式卧室厨房储物篮,10.41,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/6efd4d54f53346ff8efbf36994c718a7-goods.jpeg,3
82,1.0830652425608998,607198566518986,1 pc秋日月牙精灵枫叶蝴蝶静电窗贴，免胶可移除不留残胶，秋季落叶剪影玻璃窗贴，厨房客厅橱窗秋收氛围感装饰贴纸,1.47,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/3a993318b44047e4b2ae1c466fe46746-goods.jpeg,104
83,1.0830299313301188,607453043359274,隐私窗膜静电吸附磨砂玻璃贴 - 可移除PVC胶贴，适用于玻璃门、淋浴房 - 安装拆卸便捷，兼具遮光与隐私保护功能,13.25,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/a95466098236476487af5e1290b743af-goods.jpeg,1
84,1.08251572083872,607507133127806,28个330毫升/11.16盎司拉环罐，配有28个铝制拉环盖，适用于饮料、水果和乳制品的冷藏容器，便于家庭使用，必须使用封口机密封。,21.55,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/open/2858a13125bc40e1b8c13f1e5d8e46a6-goods.jpeg,8
85,1.0822527880384019,605586963986560,2D平面画，2D平面画，1件2D木框帆布艺术画，描绘了克里姆特风格的城市景观，带有夜空，金色城市墙面装饰，带反光的艺术品，现代家居装饰,14.0,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/90c464876d5d463e87db10949820ac91-goods.jpeg,2
86,1.0821980755434562,607349427253444,五个装透明可视储物袋，折叠拉链收纳盒，适合秋季和夏季床上用品、衣物、毛毯及床下储物，储物架收纳袋，床单储物袋，卧室衣橱内衣，床下储物,15.01,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/e906311c-de8a-43a6-846b-c063e85cc071.jpg,29
87,1.0820445583012994,606667735432767,一款色彩鲜艳的气象站时钟，配备大型背光显示屏，可实时监测温度和湿度，配备闹钟功能和舒适度指数，非常适合卧室、宿舍和书桌,3.95,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/e57d0663-eaca-4c49-ab75-9086f5349597.jpg,23
88,1.081161441333584,607548606358744,2件组合装折叠板+清洁海绵，懒人叠衣板T恤裤子短袖快速折叠板,5.01,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/61dcee407b164121bf93f1ee4045124e-goods.jpeg,14
89,1.080434637378782,606879262583671,"96pcs of Sand White Metal Golden, Golden Glitter Latex Balloon Arch Set, Suitable for Party Balloons, Weddings, Birthdays, Bridal Showers, Anniversary Decorations, Baptisms, Baby Showers, Gender Reveal, Christmas, Thanksgiving, New Year,",5.97,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/95a11336-c950-47cd-81a9-af3cda93a412.jpg,8
90,1.0801912828227413,607245676955430,“死者节”窗户贴纸，墨西哥狂欢节庆祝，带有绿色花卉细节，可移除，西班牙文装饰，万圣节餐厅窗户和门廊装饰，彩色家居庆祝展示,1.77,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/217a7c2178/118f7e82-9703-44f0-8053-77b147a00a10_800x800.jpeg,1
91,1.0800988974191708,607589005893810,90个经典比基尼数字套装，单面游戏令牌，便携式家庭棋盘游戏扩展，多功能休闲筹码，适合派个、聚会和优雅节日礼品,2.56,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/6a00ee3de172415c978f5263e79b5271-goods.jpeg,6
92,1.0784406758644864,607643565412724,2D平面 无框 3PCS 超级跑车海报，奇幻装饰画，现代艺术， 馈赠亲友佳品，万圣节装饰，房间壁画，办公室装饰，适用于客厅、卧室墙面装饰,3.4,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/37784abc98a743edb89e3d6a707b1a2c-goods.jpeg,124
93,1.0783978048525422,607224336336836,黄铜微缩双管天启坦克金属模型沙盘造景装饰摆件，科幻战车小雕像迷你金属收藏品，微缩沙盘盆景配件，桌面办公桌饰展示,8.9,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/b35e2501-43f0-4a3d-94e1-31e31fb5e178.jpg,4
94,1.076732222564912,607349964159028,1件提花法兰绒毯，精致提花工艺纯色个面毯，多尺寸多色柔软罩单，适用于办公室午睡和睡眠,6.94,家居厨房用品,毯子,https://img.kwcdn.com/product/fancy/e6fc5eec-fa52-489a-bdc2-3692b8397d02.jpg,4
95,1.076703465889253,607384323862377,自粘经典磨砂窗膜-1片耐高温，白色哑光隐私玻璃覆盖，自粘静电门贴纸，适用于办公室和浴室,2.49,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2024-04-28/1714275481731-0c63457ec5a24b72b0eec28d2ca403c9-goods.jpeg,2
96,1.0754239388985076,607695843241282,2D平面，挚友礼物，亚克力心形真朋友纪念吊坠，刻有“真朋友就像海玻璃，难得一见，终生珍藏”的友谊礼物,0.62,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/1b9f6ce547384834b519f02723c62a82-goods.jpeg,13
97,1.0747412280935498,607540016435492,1个像素级爬行怪TNT图案25盎司（750毫升）耐用轻便塑料水壶，可爱印花可重复使用防漏旅行跑步水瓶——圣诞节、万圣节、感恩节及新年的完美礼物,4.3,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/bac398e0-cdc5-4022-89b7-b567ee83f492.jpg,13
98,1.0745710569252596,606789068279935,5 片装 2D 平面印花龟背竹图案杯垫，底部绿色设计，餐桌放置饮品杯具均可使用，清新森系氛围感，感恩节、圣诞节送礼优选，居家桌面装饰隔热两用好物,2.22,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f8d56f89ff8c43cab370dec4bfc1ab07-goods.jpeg,1
99,1.0739267762874143,607023546653029,3pcs 皱皱纱条纹床上用品被套套装，包含1pc 被套+2pcs 枕套（不含任何芯），面料舒适柔软，适合四季,48.39,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/6781f9e4-c5c9-4291-84f5-7aea80ddd5e4.jpg,41
100,1.0735302366188733,607655577883828,1件家用米色网眼收纳袋，坚固轻便，用于分装蔬果，沙滩休闲手提购物袋,2.37,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/9411c2d5bfaa4893bc0ce3e37c4ce761-goods.jpeg,9
101,1.0732706417073825,607465928276823,粉色 Tutu 上悬挂着飘带的旋转 2D 仿真弹珠 - 美丽的桌面装饰，适合家庭、办公室或舞蹈工作室，完美的礼物送给舞蹈和优雅的爱好者，舞蹈装饰,1.48,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/11a2b8c4-e7b6-4495-8295-71b2778f5b85.jpg,1
102,1.0727736963319348,607260709347943,4pcs 信封枕套，高级纯色信封枕套，简约素色亲肤透气，家用民宿酒店通用，平整不易起皱，方便拆洗，卧室软装枕头套 4 件装（不含枕芯）,8.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/fmket/84a3b8c74328e55a41c25efe373f1d22.jpg,38
103,1.0713896594731283,606630959803774,1个装抱枕套，个面设计，2D绿色和奶油色图案印花，采用编织和电缆纹理，打造舒适的节日氛围，适用于沙发、客厅和卧室，多种规格可选,5.82,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/09eec54271e641afa1960863ac3c58b6-goods.jpeg,23
104,1.069921111981057,605953915229115,2件装弹性家用高扶手餐椅套，带扶手的椅子套，柔软通用办公椅套，适合阳台、卧室、客厅、办公室装饰,13.44,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/a0a4ecbf-cbe5-4bc3-9a51-fcf1b3a3e103.jpg,7
105,1.0695272062310093,607039786961000,6副新奇眼镜，多孔镜框，轻盈舒适，轻量化设计，男女通用拍照眼镜，节日主题摄影道具佳选，时尚潮流款,8.4,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/8aa98b0e78cc477793a253ba54330d4a-goods.jpeg,7
106,1.0687403607228365,607181386679328,3种口味混合，茉莉香薰，樱花香薰，薰衣草香薰棒，27/63/99/135支装，优质材料，适合瑜伽、冥想、室内外使用，是钓鱼、露营、圣诞节、情人节的完美节日礼物,1.38,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/1b9a85aa-7f90-49ab-961a-c1170e81230d.jpg,16
107,1.068304624874472,606353951143247,2D平面，1件无框画布海报，极简坐姿人物 白色西装 棕色背景，波西米亚，复古，适合客厅、卧室、办公室、墙面装饰,10.64,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/cb7cdb15-91b8-46f7-a44f-90e4bd076857.jpg,7
108,1.0681731821285558,606794436948659,1套热狗花环带卡通香肠剪影与三角旗 - 纸质悬挂横幅装饰，适用于烧烤野餐、生日派对、车尾派对、主题活动及各类庆典装饰,2.38,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/88c08853-f938-4680-b98e-022ce8465401.jpg,2
109,1.0681321721644335,606942613362199,"【】仿简约质感皮革拉链特写图，2D数码印花，非皮革材质，涤纶材质主题个性化帆布手提袋,杂货袋时尚购物袋,适用于海滩、工作,可重复使用购物袋,百搭手提包袋子，圣诞节，万圣节，新年礼物，生日礼物",5.05,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/6d531192f36641b587d89250ce97181f-goods.jpeg,3
110,1.0664778556626378,607523239206493,12个藤编风格纸灯笼装饰套装，带挂钩，7.87英寸球形编织纹理纸灯笼，适用于波西米亚风天花板悬挂装饰品，适用于波西米亚风婚礼、花园派个、新娘送礼会、窗户展示和庭院氛围装饰,5.78,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/58de7c52-e216-4653-8fac-176fc7de9b82.jpg,7
111,1.0656208227503028,601103733324463,（升级厚纸，高品质印刷）邀请函20张卡片和20个信封，水彩花卉西班牙庆祝派对——男孩和女孩洗礼邀请卡，宗教洗礼仪式庆祝邀请，派对装饰,12.11,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/afe065b548ca4d109cb9b223938ca7e5-goods.jpeg,35
112,1.0650828772737544,607189037076277,大容量恐龙奶粉罐与配方奶粉分装盒，带翻盖式顶盖——便携式双层加厚网格设计，适用于儿童与成人，塑料食品储存盒，适用于午餐、野餐、旅行,6.41,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/266cf336ac204086a64f00bf0b4117f9-goods.jpeg,0
113,1.0638647891484596,607260239610339,2个装 500Ml 小麦秸秆洗手液和护理分配器瓶，带雕刻文字盖，厨房和浴室通用洗手液分配器，可重复使用可填充空瓶，白色按压泵，大容量家用款,8.99,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/f953c241-7684-484d-a4b1-797bfd70476c.jpg,25
114,1.063493157410801,607059114354217,2件套 17.72 X 17.7 英寸 波西米亚风圆形地板靠垫，适用于沙发、床、阳台 - 梭纹褶皱填充垫，纯色装饰座垫，适用于游戏室，波西米亚装饰,28.71,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/0d8386a738ab437bbe07403487feff13-goods.jpeg,4
115,1.0629418789266876,607419421840914,1件 红/黑/橙色 万圣节快乐横幅 万圣节派对横幅 适用于血腥恐怖鬼屋 惊悚万圣节装饰 万圣节家居室内壁炉装饰,4.25,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/34823a16-9a64-496a-ba64-7b397d3ab70e.jpg,28
116,1.0619391060337222,607194942669259,6枚亚克力冰箱贴，防褪色印花装饰，强磁吸附，适用于厨房、办公室及金属家具，温馨日常家居装饰,4.22,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/33c0e3c3-6535-4705-af02-8abe38376118.jpg,54
117,1.061518553220177,606651495103505,2026年新款加厚楔形枕头 - 这款楔形枕头非常适合情侣在床上使用，独特的设计适合多种场景，如睡前阅读、手机使用、腿部放松和仰卧休息。,22.36,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/cbbc9df5c96a442db876b4be0e7da48b-goods.jpeg,0
118,1.0608941121685938,607025559873438,新款简约ins条纹被套套装，1被套＋2枕套，日式简约风条纹软糯亲肤被套套装，四季通用，高克重，舒适柔软透气亲肤,11.49,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/79de5347-93bf-450b-b07c-a4c8320303a0.jpg,30
119,1.0603941280343023,606071489930120,1个个面枕套 - 姜橙色虎斑猫在花园中，带拉链封口，18.0X18.0英寸沙发、客厅、卧室、办公室靠垫套 - 不含内芯，宠物爱好者家居装饰礼物，猫咪枕套，卧室装饰,4.64,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/8a89a435-4f6d-4b28-a20c-5fd525deb97b.jpg,2
120,1.059005472876046,607096561058594,2D平面 - 亚克力悬挂装饰品，包含2D平面圣诞耶稣降生场景，带有圣诞马和十字架 - 完美的圣诞礼物吊坠，送给朋友 - 非电动圣诞节和新年庆祝装饰品,0.71,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/c15ab8d8-6f1a-4015-a40e-c44441bef8eb.jpg,94
121,1.0580876285942908,606600492319989,1卷 隐私窗膜，静电吸附玻璃膜，静电射砂玻璃窗膜，无粘窗贴，适用于家庭,6.03,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/e7a7b16d1cd8493eb978dffbcb153718-goods.jpeg,5
122,1.0566131780395238,606766049898963,送给她的/他的礼物 8个心形金属钥匙扣（4个金色和4个银色）– 耐用开口设计，带旋转扣，抛光表面 | 钥匙扣，婚礼回礼，情人节礼物 – 兼容金属绳/线,2.27,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/55b7731c9d894018adb8e6f6ada47537-goods.jpeg,28
123,1.054837039468539,607285942280539,2D平面 12/24/50片装 绿色瓷砖防溅贴纸 自粘式墙砖贴 纹理墙贴 大地色系自粘瓷砖贴纸 现代自粘式厨房防溅墙贴 浴室瓷砖贴纸 2D平面,23.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/84a26703216d4172a2fa79b604cd723b-goods.jpeg,48
124,1.0546613810347292,606639348362900,点塑底仿羊绒 厚度10mm 1件，装饰地毯，莫兰迪拼色不规则波浪异形大地垫 北欧抽象色块ins风落地窗客厅地毯 阳台休闲区茶室飘窗脚垫 柔软卧室床边大地毯 温柔治愈极简居家氛围感装饰地毯 适合日常送礼,10.08,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/open/ef1f38afe0aa4274b833e5eaba44ec72-goods.jpeg,20
125,1.050069436084166,607679602852883,柔软吸水干发毛巾可爱浴帽条纹女式干发帽吸水快干条纹浴帽,3.71,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/4cb6c988-d2c4-4ef9-905c-f0a00f984cfa.jpg,37
126,1.0477599766838823,607322986387796,30个 幸运的大眼睛铅笔顶部 - 随机颜色和款式，耐用硅胶和塑料，怪兽笔帽，不需要电源，非常适合派个礼物，教室奖励，万圣节和圣诞节,7.89,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/c648e8add8544541bb1b6033fc8dcb17-goods.jpeg,25
127,1.0451206625346114,607297887653343,2026最新款 - 双色调蝴蝶轮廓床靠枕，全方位贴合腰部支撑垫，舒适坐卧两用垫，适用于室内卧室日常使用，优质慢回弹内芯，柔软且富有支撑性,22.91,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/c30ec963cd5e4aac9c8ce667827fe606-goods.jpeg,1
128,1.0440744328776936,607582831904902,水晶贝壳配珍珠装饰，透明彩色玻璃海贝壳雕像，迷你桌面摆件，美观的桌面雕像，家居房间装饰礼物,6.08,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/7ae1147d-1aee-4742-998a-eed94d8c305a.jpg,11
129,1.0436264293213333,606610156029416,6件套多功能厨房清洁海绵擦洗刷，耐用可水洗石灰绿洗碗布，新年礼物，米色纹理表面，适用于水槽、炉灶、炊具等，卧室/厨房多功能清洁工具，,1.64,家居厨房用品,清洁用品,https://img.kwcdn.com/product/open/282e77741dfd41fc9d3cbe731a5c8429-goods.jpeg,1
130,1.0421016103516991,607681884603892,2D/FLAT-圣诞节6片圆形木质杯垫 - 木纹螺旋印花杯垫 - 4英寸2D平面咖啡热饮杯垫 饮料杯垫 桌垫 咖啡桌面保护 家居厨房配件 最佳乔迁礼物 2D平面,1.19,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/661ff744f4244d80a83dbf1a38879d8f-goods.jpeg,5
131,1.042008278015519,607695306384222,30件装 悬浮画框展示架 3D珠宝展示盒带底座，尺寸4.33×4.33×0.79英寸，白色（含10个收纳盒与20个底座）,16.01,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/a09432c3e1f148e4825bdae58a1600bf-goods.jpeg,10
132,1.0412595822166384,607411838502874,窗户贴纸 1张 万圣节黑猫怪物大眼睛锋利牙齿图案 7.87 X 7.87英寸 可移除个面PVC窗户贴花，趣味动物主题玻璃装饰，适用于窗户 厨房 客厅 卧室 秋季节日装饰,1.35,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/6a7e74c4ada143abb5091b617bf12f38-goods.jpeg,7
133,1.0394975018462058,606801416272098,3/4件套不锈钢服务夹钳、创意手掌设计分菜夹、沙拉夹、自助餐夹、面包夹、牛排、烧烤夹等食物夹烹饪工具，非常适合家用、中西自助餐厅、生日派对、聚会等各种通用场合,7.05,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/df98392a-a2bd-4d31-ae75-a298e8092dd4.jpg,8
134,1.0393680989059206,607129444402773,1PC-趣味圣诞公鸡窗贴 圣诞帽搞怪公鸡 橱窗玻璃节日装饰贴纸,0.96,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/e559621d8adb42bfa0ccebb2e014a1e7-goods.jpeg,10
135,1.039064125807553,607505254025977,1件装 黑/白/金/银色WPC相框，加厚拉丝金属相框，适用于墙面装饰与桌面摆放，适配3.5x5、4x6、5x7、6x8（20.32x25.4厘米）尺寸照片，简约画廊墙装饰,3.15,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/32accb6b-5310-407f-9fa2-a1f4c27dee64.jpg,31
136,1.0384045710324412,606850271514824,4件 波西米亚几何组合抱枕 家居装饰靠枕 2D平面印花 家居装饰抱枕套，拉链闭合靠垫套，适用于厨房沙发、客厅、卧室、床品节日装饰，不含枕芯，可机洗，单面印花。,5.14,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/57acf9e1-9d12-47c8-8058-de1e405344ed.jpg,2
137,1.0383457351375847,606575947273785,"2D 2件棕色几何线条抱枕套, 简约现代风格平面印刷装饰抱枕套 冬季农舍装饰 居家暖居 适用于沙发、躺椅、卧室床、椅子、办公室等多场景 不含枕芯 可机洗",6.52,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/11c47fb1db174ddda87a9da959c30584-goods.jpeg,22
138,1.0370463931460698,607434185740833,5个装迷你便携式收纳盒(随机颜色) - 紧凑设计便于旅行携带，可收纳牙线、药品、牙签和棉签 - 卫生存储，专为口腔护理设计，非食品接触用途,1.5,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/a89c3a4f06074e46ab4e17db211db14d-goods.jpeg,29
139,1.0364042530183182,606408376440750,2D平面画作，3件套棕色格纹碎花海报与印刷品，适用于家居装饰——复古中性色调植物墙画，含格纹野花图案，无框帆布画，适用于农舍风、田园森系、复古植物线描风格,7.49,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/79237994e04548e58ec2be8e73a57992-goods.jpeg,14
140,1.0361936109605945,601104854513750,定制自定义图片帆布装饰画带框，1件可定制画框帆布墙艺，母亲节、圣诞节、生日个性化照片礼物，高品质面料，现代家居装饰，卧室客厅可爱房间装饰,10.03,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/361fab11-2f6a-4fbe-b401-07491b1c75e3.jpg,2
141,1.0328075001630193,606750413523753,多巴胺三角靠垫，柔软毛绒床头腰部靠垫，适用于床和沙发,28.46,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d83e4182298244eea1c060417089dc7a-goods.jpeg,9
142,1.0321159822871264,606817052645315,2D平面复古花卉花束靠垫套2件套，植物主题，个面印花优雅蓝色和米色花朵，适用于舒适沙发、时尚卧室、迷人阅读角，适合家居装饰爱好者，无内芯,6.7,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/cafa822bed1b41a2a56e1ec106d8d33a-goods.jpeg,7
143,1.0302223451876464,607106358970670,"二维平面，二维平面，1件，复古""老式摩托车车库：乡村风格中的经典骑行木制标牌，预钻孔，预钻孔，厨房与办公室墙壁装饰，家居装饰木制标牌，办公室装饰，经典风格，二维平面",1.43,家居厨房用品,家居装饰,https://img.kwcdn.com/product/21137b205b4/62753fce-5d7c-43c8-98c9-155181b372d7_1200x1200.jpeg,45
144,1.0301983866275972,607481631752308,20件不锈钢锥形羊角面包模具套装、奶油卷、泡芙、华夫饼筒烘焙模具、烘焙用品、厨房小工具,5.13,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/e22d106a-4e9c-4afa-9f7c-7ad7a849f6a8.jpg,38
145,1.0291137984513055,607028915356096,高品质三层波西米亚中性色悬挂篮 - 编织绳墙壁收纳架，带节省空间的垂直储物架，波西米亚风格，适用于浴室、婴儿房、厨房、卧室 - 多房间悬挂式置物箱，用于存放毛巾、餐具,6.93,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/daea8acfcac842ed9e4e625b95703a37-goods.jpeg,8
146,1.0290729423619838,607144476773355,复古滑动收纳盒，怀旧金属罐，便携式高级整理盒，复活节圣诞节情人节多功能装饰礼盒，空盒,1.08,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/ac08df74-006f-497c-ab43-17db88e3bf40.jpg,20
147,1.029033960330386,606585543863043,"2D平面单件，""三位穿和服的女性在啤酒瓶中庆祝 – '啤酒摇滚'"", 金属铁牌，尺寸(8""X12""/20Cm*30Cm) 装饰画/房间/餐厅/酒吧/门/车库装饰",2.44,家居厨房用品,家居装饰,https://img.kwcdn.com/product/21140d6a368/2e298fcc-4704-4123-9439-fe1c44d7b3b7_1200x1200.jpeg,8
148,1.0285694665057032,607492771808284,12个装逼真腐烂假牙，万圣节吸血鬼角色扮演道具，恶搞派对装饰用品，恐怖惊悚场景布置,1.43,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/bcec0b85-449a-4995-bcee-2122181ebdac.jpg,19
149,1.0283882297754645,606690552477475,1pc Adjustable Curtain Tiebacks with Hooks Drapes Tie Backs Holders for Curtains Window Treatment Home Decoration Additions,4.58,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/146ff36b7b2d43a79180acb428eee531-goods.jpeg,8
150,1.0255569731955536,607349829957309,一幅个性化动画风格的框架画布艺术 - 定制家庭朋友情侣照片，上传您自己的图片，环绕家居墙壁装饰，客厅悬挂画，定制礼物，高品质照片印刷,2.86,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/aa519845-49b6-45d7-a910-c8e134660d52.jpg,1
151,1.0243805717549361,607101594215296,1件海盗骷髅主题弹力全包长方形桌布，金色纹饰黑底双剑交叉设计，可机洗重复使用，适用于家庭聚会、酒店宴会、披萨店主题派对、派对活动装饰，优雅设计，弹力面料，轻松安装，装饰桌布,20.94,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/cd911241-8690-4f1d-95a7-49203c57e2ca.jpg,7
152,1.0237970035536226,607320302005529,20个透明塑料六角形收纳盒，带翻盖，适用于珠宝、文具、珠子、小饰品 - 透明盖子方便取用，翻盖设计适合收纳小物件，紧凑型六角形盒，适合办公室、旅行使用,15.71,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/6fdbfbb41af04c448d7366bc21291356-goods.jpeg,7
153,1.0235915481482216,607616252107903,1 个装，透明透气微波炉加热菜罩，防油污食物罩，带防烫白色提手，可视散热孔设计，通风散热防溅防油，耐高温易清洗，居家/户外人群、租房上班族、餐饮、日常、厨房热菜遮盖、饭菜保温防尘、微波加热防油污飞溅通用罩，食物接触,5.39,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/7eadfb7d-587d-4718-8f38-6f84828338f6.jpg,14
154,1.0231400215321778,606920601600363,7厘米淋浴地漏盖，带自动开/关功能和内置过滤器的防臭浴室排水芯 ，防堵塞浴室下水道，适用于淋浴间、厨房和阳台,1.58,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/16192e59-7a02-4a20-bb64-9eab4e681e9a.jpg,3
155,1.0223560146927018,607460156881998,20套塑料晾衣夹。加厚防风塑料夹。用于悬挂内衣、衣物和袜子。图片夹、晾衣夹,1.28,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/1977f80a-db2d-4839-b5e0-1a4ded67c429.jpg,4
156,1.0218826574816586,606638811506696,2D平面画，2D平面画，1件无框帆布海报，极简线条艺术手持咖啡杯设计，墙壁艺术帆布画，卧室客厅，厨房走廊，现代理想家居装饰礼品,2.1,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/970e6e8e15c54c07b957d299d5da87de-goods.jpeg,18
157,1.0198035521727005,607240039835029,3个装个向手动打气筒，多用途便携充气泵，推拉个向充气设计，配软管和3种气嘴，适用于充气床、泳圈、充气玩具及户外用品,18.25,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/556fb4d37d914421be5cf7f636a3219e-goods.jpeg,0
158,1.019372224747542,606799805690695,1个夏季凉感蝴蝶颈枕套（不含枕芯）。尺寸：60Cm（长度）X 40Cm（宽度）。人体工学轮廓设计，凉爽透气面料，带隐形拉链，可机洗,4.22,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/54088f387ce849889fd15b11a7da2bbc-goods.jpeg,51
159,1.0191035075395278,607430494754235,"2D Flat 2 件 抱枕套, 纯色酒红家居装饰沙发靠垫套, 简约现代客厅卧室抱枕套, 四季通用抱枕外套, 优雅质感提升空间氛围",2.92,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/46fa1ef875974da89eeb7b2f0af37f77-goods.jpeg,15
160,1.018864389357932,607051061284550,5pcs Women Hair Drying Hat Quick-Dry Microfiber Hair Towel Cap Hat Bath Hat Solid Towel Cap Super Absorption Turban Hair Dry Cap,7.85,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/2024-10-05/1728093192407-cd0010c0bddd4e638cb9bb2f3f0f941b-goods.jpeg,5
161,1.0188200202523092,605853872660866,2D平面画，带框艺术品，描绘2D雾蒙蒙的湖泊，共三幅，包括一幅宁静森林和日出帆布油画。这些现代艺术印刷品可用作时尚装饰品，适用于您的客厅、卧室。,28.31,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/5cac74c9d5604f82931d4b6aa000cc72-goods.jpeg,1
162,1.0181651942653545,607241516199971,超闪水晶玻璃大钻石镭射钻石透明宝石珠宝橱窗装饰现代简约家居桌面摆件阳光捕手彩虹捕手拍摄道具送女生学生小礼物,2.88,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/d7f7a147be6d45438a7d267ea7fed8d2-goods.jpeg,22
163,1.0161722968250053,606859666797936,"秋季枫叶小鸟玻璃贴印刷可视橱窗贴可移除无胶自粘窗贴, 家居墙贴, 家居装饰品窗贴 可移除自粘贴, 节日表面装饰, 季节性粘合艺术, 节日贴纸, 装饰艺术风格, 装饰艺术窗贴，PVC材质，自粘贴纸，适用于春季，夏季，等节日装饰贴",1.58,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/3fe3575bf05c42aeab00ed35f227daae-goods.jpeg,3
