排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
67,1.1856336381666968,607252790536416,3件装优质大型洗衣袋，适合精致衣物 - 耐用涤纶网眼，配有优质拉链，多用途洗衣网，适合宿舍和收纳,4.12,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/d525075ccbf0485da959efba017c7d1f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607252790536416&search_method=user,913.csv,6
68,1.177493424241323,607380297340187,2026豪华版行事枕，多功能人体工学抬高垫 透气不闷趴睡枕 床上趴着玩手机看书靠枕 臀部腰部承托 情侣居家多用途舒适垫,15.72,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/c8210062b41d4b0e86ffc5070029cc86-goods.jpeg,https://www.temu.com/search_result.html?search_key=607380297340187&search_method=user,911.csv,4
69,1.1744612773052563,607208498683537,木质万年历桌面装饰摆件，励志标语永久日历，家居办公室桌面艺术装饰礼品,4.57,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/46cb0952-21a6-4459-ab5c-b86a3ee3c306.jpg,https://www.temu.com/search_result.html?search_key=607208498683537&search_method=user,913.csv,0
70,1.1735084760832901,606945700370130,Cotton Linen 4pcs Bedding Skin-Friendly Breathable Sweat-Proof Design Comfortable for Naked Sleep Easy Style Machine Washable All-Season Bedroom Duvet Cover Sheet Pillowcases Set,59.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/algo_check/auto/da9553d4efc11e0026be6e1f37c90712_1787932462746.jpg,https://www.temu.com/search_result.html?search_key=606945700370130&search_method=user,913.csv,0
71,1.1668572546950033,606172488805755,"2D平面，2D平面，[2D平面] 1件无框2D艺术印刷品，12"" X 16"" 纽约城市天际线海报，世界贸易中心1号楼帆布墙面装饰，现代建筑家居礼品，趣味粉色城市艺术",4.71,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/6b3170c0/3b2e2366/Tf2lba61101ba67c54eaf9fad1f81c5a641da-goods.jpeg,https://www.temu.com/search_result.html?search_key=606172488805755&search_method=user,912.csv,0
72,1.1657308540328606,601102427820929,防水防尘复古罗特威尔金属标牌 - 10.16X40.64 cm | 家居、酒吧和咖啡馆墙面装饰 | 婚礼、生日和节日庆典的理想选择,4.75,家居厨房用品,家居装饰,https://img.kwcdn.com/product/1f66680f20/667a00be-ccd4-409c-a136-bd020a5ba98a_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601102427820929&search_method=user,912.csv,5
73,1.1651860898148405,607377076096975,100 / pcs 定制2D平面照片标志亚克力钥匙扣套装 个面设计高品质印刷 简约光滑耐用轻盈 商务促销明星应援 家庭情侣宠物纪念背包挂饰礼物 个性化惊喜礼品 纪念品,40.12,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/3864d3a6cd98483bb3258cd96cf9674b-goods.jpeg,https://www.temu.com/search_result.html?search_key=607377076096975&search_method=user,914.csv,0
74,1.1647944520055529,605502624917458,2D平面，2D平面 - 2D门帆旗 1件装 2D平面门帆旗，2026新年法式横幅，2026金色和黑色派个装饰，适用于客厅和卧室门装饰，庭院装饰，摄影背景，派个装饰,4.8,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/3c506ada3ad14b34b59a385634d6535d-goods.jpeg,https://www.temu.com/search_result.html?search_key=605502624917458&search_method=user,912.csv,0
75,1.1645142892193416,605955391603362,1个2D平面希腊耐用圆形冰箱磁铁，适用于粘贴在冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房装饰等,1.28,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/eb32fd5df5934ef4bdbfa2d922dcea8c-goods.jpeg,https://www.temu.com/search_result.html?search_key=605955391603362&search_method=user,911.csv,0
76,1.1637763120074929,607027036322834,"Window Privacy Film for Rainbow Glass, Frosted 3D Grooved Glass Window Adhesive Film, Adhesive Vinyl Decorative Door Sticker, Suitable for Bathroom and Home Sun Protection, 44.5 X 199.9cm, Translucent",2.88,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/b891459b-f0b2-4133-8dc6-a805f7c65129.jpg,https://www.temu.com/search_result.html?search_key=607027036322834&search_method=user,910.csv,4
77,1.1617064217480262,607087165812314,不规则颗粒枕套，全厚款，柔软面料，有15.76 X 15.76 英寸/17.74 X 17.74 英寸/19.72 X 19.72 英寸尺寸可选，适合居家使用，不含枕芯,5.35,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b3b7cbad-b876-4b5b-9919-fc907be68153.jpg,https://www.temu.com/search_result.html?search_key=607087165812314&search_method=user,910.csv,0
78,1.1612936977029131,607667120665172,粉色禅意莲花2D平面印花造型抱枕，适用于沙发、卧室、客厅，营造温馨家居氛围，亦可用于办公室和车内，抱枕礼品，2D平面款,21.7,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/a62c363aec4942b09822644c3c27ae6f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607667120665172&search_method=user,916.csv,2
79,1.1600846621307221,607212390957217,"1pc，无框，2D flat,梵高阿尔勒花园版画 名画，有趣的帆布画墙壁装饰，适合餐厅酒店办公室，家庭卧室浴室墙艺术海报，异想天开，完美的创意礼物",4.57,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/7df5ff3e-7de9-4fb2-83d4-7fdaa6b84eec.jpg,https://www.temu.com/search_result.html?search_key=607212390957217&search_method=user,912.csv,0
80,1.159604254879304,607218430749473,"2D Flat, 2D/FLAT Frameless Hard Tube Packaging - 1pc Spanish-language ""Psalm 231.14cm Canvas Printed Poster - Featuring Shield, Cross and Quill Pen Patterns, Retro-style Wall Art Decoration, Suitable for Bedroom, Living Room, Office, Home Decor",1.28,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/e2c13152-eb39-4efa-b91a-563239188bdd.jpg,https://www.temu.com/search_result.html?search_key=607218430749473&search_method=user,914.csv,1
81,1.1563598376316604,607060053876134,三件套方形蛋糕模具：底部不粘设计，可拆卸底板，适用于家庭和商用烘焙。耐高温不变形，是制作披萨和蛋糕的理想之选,20.61,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/d6ccad78-35da-4ddc-ab9a-7ff727015470.jpg,https://www.temu.com/search_result.html?search_key=607060053876134&search_method=user,914.csv,0
82,1.1551832848669052,607510488575043,30 颗白色仿真珍珠装饰球串，珠体圆润饱满，能够自由悬挂缠绕，灵活打造多样造型。可用作室内吊顶、楼梯扶手、婚礼拱门与圣诞树装扮，适配婚礼庆典、节日派对、居家软装以及各类宴会布置，轻松烘托浪漫雅致的氛围感,4.01,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/188f483a4a8b47f1af52678cbec2560f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607510488575043&search_method=user,910.csv,0
83,1.1542379058957237,607255743301630,2D平面木质复古木质墙面相框 - 拼贴与海报展示，简易安装家居装饰,3.1,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/ebb833796c1140fead056739fb455e6f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607255743301630&search_method=user,916.csv,4
84,1.1514218680361858,606766788109379,"2D FLAT PAINTING2D平面 - 1个2D平面迷你复古个层""我爱你更多""设计墙面艺术装饰木质饰品，农舍风格木框迷你标志，适合洋娃娃屋装饰，洋娃娃屋迷你农舍庭院装饰，迷你分层托盘装饰",0.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/algo_check/auto/b8939c32df1a22373a9c2b60d4a3c57d_1775306823374.jpg,https://www.temu.com/search_result.html?search_key=606766788109379&search_method=user,909.xlsx,1
85,1.1511912385686427,606250603491911,2D平面印刷，1件，圣诞节，冬季花园与知更鸟和节日装饰，抱枕套，个面印刷，聚酯材料，非常适合装饰沙发、客厅、卧室或办公室（不包括枕芯）,3.2,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/53e26d10-a483-4813-8ece-99de7170e7b4.jpg,https://www.temu.com/search_result.html?search_key=606250603491911&search_method=user,915.csv,9
86,1.1510873057591018,607354527553267,二维平面，3件套乡村风秋季木质装饰套装，南瓜橡果蘑菇桌面摆件，秋季分层托盘装饰，感恩节置物架摆件，二维平面,6.6,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/92010f82-b7ea-4a14-b7cf-0f212807b6c4.jpg,https://www.temu.com/search_result.html?search_key=607354527553267&search_method=user,912.csv,2
87,1.1507723149847298,607220578251389,Whimsigoth 异域哥特造型填充抱枕装饰靠垫药水水晶月亮卧室成人2D平面印花枕头,16.67,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/e353c007caa741c983b899a2dbf9c29c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607220578251389&search_method=user,913.csv,6
88,1.149199750259061,606998850539425,41件套纸浆收纳篮和储物盒套装，轻巧时尚的置物架整理篮，适用于家庭收纳、整理和分类用品，置物架收纳篮，置物篮,13.76,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/48564d07-ce25-4cd2-898d-99846621bf96.jpg,https://www.temu.com/search_result.html?search_key=606998850539425&search_method=user,909.xlsx,1
89,1.148292534673144,607094950487237,2D平面，1件毛巾，单面印花，可定制，15.75×23.62英寸生日礼物图案，柔软、舒适、耐用且无异味，适用于体育比赛、体育场、运动场、家庭及校园使用，2D平面,3.43,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/820e4b8b-37a9-495d-8e27-64f83e41603a.jpg,https://www.temu.com/search_result.html?search_key=607094950487237&search_method=user,910.csv,0
90,1.1482893306211377,601104690646380,2D平面画，2D平面画，2件套中性墙壁艺术印刷品，包含野花、米色花卉设计、波西米亚风花卉艺术品、抽象极简印刷品和可打印家居装饰品,6.41,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/04cf44ca2fc348fe969fe33684cf21b5-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104690646380&search_method=user,913.csv,31
91,1.1439309324007692,606578363227814,gmbin 双层大容量煮蛋器 7+7蛋位，食品级蒸盘全自动断电多功能蒸蛋羹小型早餐机带量杯,18.21,家居厨房用品,厨房小家电,https://img.kwcdn.com/product/fancy/50b7ba7e-6722-4bcf-8bf8-69dd5bbb62f5.jpg,https://www.temu.com/search_result.html?search_key=606578363227814&search_method=user,914.csv,1
92,1.1399726735248905,605565036149437,"27pcs Dusty Blue Golden Balloon Kit, 12/10 Inch Dusty Blue Sand White Champagne Golden Helium Latex Balloons, for Bridal Shower, Gender Reveal, Wedding, Engagement, Gray Blue And Golden Themed Birthday Party, Bachelorette Party, Anniversary",2.71,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/ae752c37-b9d3-4de6-ab21-ef82c884400b.jpg,https://www.temu.com/search_result.html?search_key=605565036149437&search_method=user,909.xlsx,0
93,1.1390936579644821,601104420205208,2D平面 - 1个2D平面印刷非真实刺绣双面短毛绒装饰枕套，采用克利姆（Klimt）的金色和红色设计，非常适合在沙发、客厅、卧室、办公室和家居装饰中使用,4.94,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/2e3e0260-a657-4b06-af5e-2c2b0cf7e5a3.jpg,https://www.temu.com/search_result.html?search_key=601104420205208&search_method=user,915.csv,16
94,1.138868349429827,606356434168130,1个2D平面韩国耐用圆形冰箱磁铁，适合粘贴照片、明信片等于冰箱，作为厨房装饰品,2.79,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/3095f9d75a654366b091bc60bf7ad5bb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606356434168130&search_method=user,911.csv,22
95,1.13827959629629,607600145999250,婴儿小衣架防滑衣架小巧便携易收纳衣架,7.82,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/c3263195-a093-4b3a-b5ef-1fe23327e06a.jpg,https://www.temu.com/search_result.html?search_key=607600145999250&search_method=user,910.csv,5
96,1.1382489922124188,605920578879220,橙底白纹大丽花线条四季抱枕套2个装床上用品适用于卧室客厅沙发及汽车室内外装饰,9.51,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/60be598396dc4d34ad10cf2220df20e0-goods.jpeg,https://www.temu.com/search_result.html?search_key=605920578879220&search_method=user,915.csv,11
97,1.1382043291774797,607338824041254,2D flat printing，4pcs花卉与草叶图案抱枕套，米色与棕粉主色调，适用于客厅沙发软装、卧室床头搭配、季节性软装更新，不含枕芯，单面印花,9.18,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/ef9dea86682e4021a7e109c67c3f6787-goods.jpeg,https://www.temu.com/search_result.html?search_key=607338824041254&search_method=user,911.csv,0
98,1.1348991344371109,606749339824590,4件/套 6件/套 8件/套 餐厅椅子座垫套装，4/6件套，友好提花面料弹力可洗椅套，适用于厨房椅子垫，米色椅子套,3.18,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/025e152e-a678-4a0d-9272-6c855ec44b33.jpg,https://www.temu.com/search_result.html?search_key=606749339824590&search_method=user,914.csv,1
99,1.134658776472239,606988381589532,2D 平面，4 件，大理石纹理印花抱枕套，轻奢简约风格家居装饰枕套，送给家人、朋友和合作伙伴的礼物，拉链闭合靠垫套，有多个尺寸可供选择，适用于厨房沙发、客厅、卧室、户外、床品节日装饰，不含枕芯，可机洗，单面印花。,5.65,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/764d2f1ef31943558010ce898152bf64-goods.jpeg,https://www.temu.com/search_result.html?search_key=606988381589532&search_method=user,912.csv,0
100,1.134086222056646,606648810704580,厨房台面整理器带金属抽屉 - 坚固实木与金属可抽拉式储物架，适用于咖啡机、餐具、微波炉 - 现代黑/白设计,17.53,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/e336ecb4-e96c-491b-9074-89c5b2fdf67e.jpg,https://www.temu.com/search_result.html?search_key=606648810704580&search_method=user,912.csv,31
101,1.1329892259494672,607421367976033,"3pcs Nautical Captain Costume Hats, White Fabric Captain Caps Decorated with Golden Anchor Embroidery Badge And Golden Cord Trim, Marine-Themed Headwear for Halloween, Theme Party, Cosplay, Masquerade, And Photo-Shoot Supplies",11.11,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/fcfa4375e79f4821b738aa2d0bb16d71-goods.jpeg,https://www.temu.com/search_result.html?search_key=607421367976033&search_method=user,914.csv,0
102,1.1328432055991482,606712027260480,2D平面，1个，温暖的乡村风格木质多功能家用钥匙挂架，带四个金属钩，墙面装饰，门廊装饰，房间装饰，别墅装饰，四季家居装饰,5.05,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/1f25c3c114ac40ea8543857e1b5ffaed-goods.jpeg,https://www.temu.com/search_result.html?search_key=606712027260480&search_method=user,915.csv,1
103,1.1325205328935648,607210511936261,二维平面个性化定制海报，可印制姓名/文字 - 木质画框包边帆布，适用于运动球衣印花、相框、墙壁装饰 - 可定制，用于婚礼、活动 - 姓名牌印刷帆布艺术品，二维平面,6.6,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/ad0a0c1d77d3488fbd04bee7db113e5d-goods.jpeg,https://www.temu.com/search_result.html?search_key=607210511936261&search_method=user,911.csv,0
104,1.1260103742659582,605517976066163,2D平面，1个2D平面亚克力和橡胶磁铁 - 迷人金鱼装饰，带绿色植物，鲜艳色彩，耐用造型亚克力装饰，适用于厨房、餐厅或家庭 - 适合自然爱好者、生日、周年纪念日、厨房装饰,0.72,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/a59994a5081848ce8d7bafbd8e63facc-goods.jpeg,https://www.temu.com/search_result.html?search_key=605517976066163&search_method=user,915.csv,0
105,1.1238519727640175,607604977821028,"18件 墨西哥纸花彩色纸巾花,15.24 厘米 20.32 厘米 25.40 厘米Fiesta 纸巾绉纸花毛球墨西哥狂欢节亡灵节排灯节花卉派对背景婚礼生日派对工艺",10.22,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/63e6f1e4-33dc-44a9-9f66-9e31ce79094e.jpg,https://www.temu.com/search_result.html?search_key=607604977821028&search_method=user,910.csv,0
106,1.1220622712556365,606904495496698,"2D 2027年新年城市主题设计派对横幅,用于入口,圣诞快乐和新年庆祝活动,家庭壁画装饰,户外庭院花园装饰,180*115cm/70.8*45.2in,涤纶材质",7.94,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/431baa9d-8cb6-4cfd-94e2-b882ed6a2b80.jpg,https://www.temu.com/search_result.html?search_key=606904495496698&search_method=user,912.csv,0
107,1.121500831120229,605902862145118,1个装，双面短绒装饰抱枕套，向日葵装饰艺术画抱枕套，多种尺寸可选，适用于沙发、客厅、卧室、办公室家居装饰，不含枕芯 YABZC2276,3.5,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/971162a9-e666-4433-8ecc-d48d6ab9ed20.jpg,https://www.temu.com/search_result.html?search_key=605902862145118&search_method=user,915.csv,1
108,1.1213817920791407,607114009373169,1PC 派对桌布，桌裙，裸粉色纯色褶皱桌裙，温柔氛围感桌裙，柔和裸粉垂褶面料设计，宴会聚会桌面布置，可遮丑遮乱，适用于派对装饰、餐桌布置、活动、庆典及家居装饰,11.11,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/5c6d28ec9fd645f4b1c3799be2b0918d-goods.jpeg,https://www.temu.com/search_result.html?search_key=607114009373169&search_method=user,910.csv,0
109,1.1185510908162555,605830183270385,1个17盎司（约500毫升）双层真空保温不锈钢水瓶，旅行杯，适合室内外运动，狮子设计带火焰细节，是生日和节日庆祝活动的理想选择,16.23,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/b6c0d5ed-43fb-4185-8e9d-64774ab22848.jpg,https://www.temu.com/search_result.html?search_key=605830183270385&search_method=user,914.csv,9
110,1.118323443565165,607375733919969,带盖装饰编织收纳篮3件套，绳索桌面整理器，用于收纳珠宝小物件，家用储物箱，置物架篮,15.41,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/b88170da-a0eb-11f1-85a4-0a580aa3ffa6.jpg,https://www.temu.com/search_result.html?search_key=607375733919969&search_method=user,911.csv,1
111,1.117984157328762,606626664786990,2D flat printing，4pcs棕褐色热带植物叶片图案抱枕套，大地色系装饰风格，多尺寸可选，适用于客厅沙发软装、民宿客房软装和宿舍床铺搭配，不含枕芯，单面印花,12.21,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/b3b7ba4b1e674c75919b13f181ca606e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606626664786990&search_method=user,911.csv,1
112,1.1172038606541272,607028378485855,家用大开口强力防风晾衣夹，适用于家用宿舍晾晒的高质量晾衣夹，晾衣必备好帮手,4.9,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/7f8297288a63485f901545b427a0506a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607028378485855&search_method=user,911.csv,0
113,1.1168291314584522,607517736320077,1pc，桌面带抽屉化妆品收纳盒，多格美妆整理盒，透明抽屉梳妆台收纳，用于口红、首饰、护肤品收纳，适用于卫生间，浴室等,18.87,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/43f2c231-2e61-4e22-b03c-68198c70e593.jpg,https://www.temu.com/search_result.html?search_key=607517736320077&search_method=user,910.csv,0
114,1.1126036478464654,606730280923393,海洋蓝海龟与珊瑚纹样，蓝绿色贝壳细节 2D平面印花造型抱枕，适用于沙发、卧室、客厅，营造舒适家居氛围，亦可用于办公室和汽车，抱枕礼品，2D平面款,11.24,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/574e12be74e949dbbbc6e710123fc79f-goods.jpeg,https://www.temu.com/search_result.html?search_key=606730280923393&search_method=user,916.csv,1
115,1.1122934388845533,607019520101199,【麻花芝华士】1件波西米亚风格麻花辫图案设计毛绒单人单座防滑沙发套 ，松紧带固定防滑，毛绒加厚秋冬保暖舒适，可清洗的扶手椅保护套，适用于客厅、卧室、办公室 - 现代与传统家居装饰 - 兼容单人沙发,18.28,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/8ffd7c66-192c-4798-956b-5ea77d891475.jpg,https://www.temu.com/search_result.html?search_key=607019520101199&search_method=user,911.csv,0
116,1.1121751209332396,605566176957603,【】1pc枕套，紫色矢车菊方形枕套，柔软顺滑触感的聚酯短绒面料，单面印刷图案，45厘米*45厘米，咖啡厅装饰，家居装饰（不含枕芯）,3.68,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/11ab9a8d0df74789abc3ee3aff696751-goods.jpeg,https://www.temu.com/search_result.html?search_key=605566176957603&search_method=user,911.csv,0
117,1.112058992493587,607440158485208,【定制】竖长方形黑底亚克力墙面标牌，个性化Logo/文字/品牌标识商务展示牌，黑底亚克力面板，包含安装配件，适用于办公室、接待区、零售店、咖啡馆、沙龙、酒店及户外门店墙面装饰，无需电源，安装简便,11.57,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/eeb93b38-2563-4ae7-84a4-9620ca55e8a1.jpg,https://www.temu.com/search_result.html?search_key=607440158485208&search_method=user,914.csv,10
118,1.1111495402213991,607181252445507,"2D平面, 2D平面, 个性化海报无框, 情侣定制位置地图印刷, 个性化圆形地图帆布，支持任何地址和坐标，海报和印刷品，墙壁艺术，海报，帆布印刷，情人节礼物，家庭",5.33,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/639c9bb3d3f349edbc25dab30251f51b-goods.jpeg,https://www.temu.com/search_result.html?search_key=607181252445507&search_method=user,911.csv,0
119,1.1097696834903779,607433447585349,优质透明亚克力转角展示架，多层L形收纳架，适用于化妆品、手办、调料品，美观节省空间的桌面整理器，适用于梳妆台与办公桌,8.22,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/c39add69-c85b-4314-bda0-a3885602923d.jpg,https://www.temu.com/search_result.html?search_key=607433447585349&search_method=user,916.csv,0
120,1.1082961265472382,606886845870340,三件套多色骰子游戏，夏威夷风桌面棋盘游戏，适用于圣诞节、婚礼、生日聚会的互动派对游戏玩具，随机款式,2.38,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/6315edd4-bd23-40ea-b488-c3a2985553ad.jpg,https://www.temu.com/search_result.html?search_key=606886845870340&search_method=user,914.csv,0
121,1.1071161905296436,606684781107046,"3套（3pcs大+3pcs小）圆柱形玻璃花瓶，装饰性透明花瓶，耐用且抗磨损，适合盛放鲜花和蜡烛,适用于婚礼、聚会、现代家居装饰、办公室装饰、家居装饰、婚礼装饰、活动装饰、烛光晚餐等场景。",14.68,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/222f673f-9d92-4aab-96cd-ab5de98bf71d.jpg,https://www.temu.com/search_result.html?search_key=606684781107046&search_method=user,915.csv,0
122,1.10315280447718,606785712797629,50只透明塑料餐盘，金边透明餐盘，加厚金色餐盘，锤纹宴会餐盘套装，含25只透明甜点盘、25只宴会餐盘，适用于婚礼、派对,46.37,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/aisc_image/algo/opt/93776bfa/4fb450e4/8fc7e941ec664ebaa0030847cee9cf50-goods.jpeg,https://www.temu.com/search_result.html?search_key=606785712797629&search_method=user,911.csv,4
123,1.0996104085833256,606876108430047,3 件套浴室地毯套装 ，U 型马桶垫，柔软吸水超细纤维浴室垫套装，加厚防滑垫，淋浴隔断垫适合浴室地板的毛绒毛茸茸淋浴地垫，厨房，卧室，客厅，通用尺寸：40x60cm+50x80cm+U形50x60cm，个拼色设计，灰色和白色，黑色和白色，米色和白色，圣诞装饰，浴室用品，浴室配件,13.5,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/70b5a8c8-a6cf-4e2d-a2f6-7b1dc57a2fcd.jpg,https://www.temu.com/search_result.html?search_key=606876108430047&search_method=user,915.csv,3
124,1.097965473160566,606701692500924,一款扁平亚克力冰箱磁铁，展示日内瓦瑞士风景。这款复古鸟瞰视图展示了青玉色水域和著名喷泉喷涂。它是旅行爱好者和收藏家的理想礼物。2D平面设计,0.79,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/5e4dd5c2-7e6c-4266-b1e8-e5c76ce7608c.jpg,https://www.temu.com/search_result.html?search_key=606701692500924&search_method=user,915.csv,9
125,1.0965840226261079,606823428009911,可拆卸家用玻璃遮阳铝垫，阳光房隔热防晒隐私垫，无需打孔,5.17,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/3537150c-c283-4772-b3bf-f268a1dfa4e7.jpg,https://www.temu.com/search_result.html?search_key=606823428009911&search_method=user,912.csv,0
126,1.0961323238178728,607352648490093,35件装迷你圆形防漏酱料盒，适用于醋、辣椒油容器，派对、露营、野餐、烧烤用小容器——带盖易清洁圆杯，适用于外带、自助餐、摊位及日常使用,4.3,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/8dc10c1034304c13839c5474104fee89-goods.jpeg,https://www.temu.com/search_result.html?search_key=607352648490093&search_method=user,914.csv,0
127,1.094676457072776,607301914227837,2D Flat 1pc复古爱心图案桌旗，涤纶材质，家用、厨房及餐厅桌旗、餐具、乡村棕色爱心图案桌旗，为您的餐桌布置增添爱与温暖，增加节日氛围,2.63,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/1c538c73-812d-41fd-9980-4a29b7df1134.jpg,https://www.temu.com/search_result.html?search_key=607301914227837&search_method=user,914.csv,4
128,1.0944072058388876,606836178710235,2PCS黑色铁艺复古农舍风烛台风灯，茶蜡座，金属灯笼摆件，适用于万圣节、圣诞节、婚礼、餐桌及家居装饰,11.11,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/cfb1c542-b9e4-45dd-ad86-ac4f9e19cffa.jpg,https://www.temu.com/search_result.html?search_key=606836178710235&search_method=user,914.csv,2
129,1.0935081884528615,607132263000510,亚克力展示架，3/4层透明分层升降架，适用于 Funko Pop 公仔、香水收纳和纸杯蛋糕，透明简约收藏品展示架，抛光圆角边缘，螺丝连接组装设计,3.64,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/ec0fc5ee63d74943889395f84dbf95de-goods.jpeg,https://www.temu.com/search_result.html?search_key=607132263000510&search_method=user,912.csv,0
130,1.093364992194827,607165683173235,2D平面 无框 3PCS 水彩大象家族墙壁装饰画，适用于客厅、办公室—— 象群装饰画，营造宁静氛围,2.84,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/93841b212e2b4d6a9039c2ecc5d3f9fd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607165683173235&search_method=user,913.csv,3
131,1.0932450211533509,607418146755512,110个透明塑料糖果胶囊盖，适用于礼品，可用于填充娃娃机胶囊球的盖子，3.81x3.81厘米装饰性可填充物品，适用于派对礼品、复活节糖果和代币分配器,20.86,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/5602a0a10c4546a386d83871ff42b0f8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607418146755512&search_method=user,914.csv,0
132,1.0930030075448822,606823025323900,4件套天然餐垫，可水洗防滑耐热耐用桌垫，呵护厨房餐厅桌面；适配家庭聚餐、烧烤派个、各类节日庆典（国庆、感恩节、复活节、万圣节），绝佳实用礼品,3.47,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/f6a846ac0ff54e488d22c4161fb5bfeb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606823025323900&search_method=user,914.csv,1
133,1.092673138394403,607337213433672,2D平面复古高尔夫木质标牌 - 有趣的高尔夫装饰，带有“即使是糟糕的高尔夫日也比好工作日更好”引言 - 坚固的木制结构 - 非常适合男士洞穴、办公室、高尔夫俱乐部、酒吧 - 高尔夫球手的完美礼物 - 8.0X6.0英寸，办公室装饰,1.67,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/888f5a5f05994846ac4e3da3ccda83e7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607337213433672&search_method=user,915.csv,19
