排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
102,1.0286366071544948,601103915016811,"2D平面, 2D平面, 1件带框抽象线条帆布艺术画，采用现代波浪设计，用于墙面装饰，优雅金色印刷，现代风格艺术品，用于家居装饰，复古艺术海报",30.7,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/c7ef07be2bd64a7db8576eff6a10b33f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103915016811&search_method=user,913.csv,False,,False,10
103,1.0285573056559338,607122599302543,6个带轮塑料收纳箱 | 2个箱子 + 4个轮子 多功能整理套装，适用于家居橱柜浴室，可堆叠容器，圣诞礼物,14.35,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/c454809a097c4867af7ffd2b41ab3ec8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607122599302543&search_method=user,913.csv,False,,True,0
104,1.028034074967048,607127296956059,3件套厨房标志 水牛格纹厨房装饰 黑白墙面装饰 木制家中之心标志 黑白格子叉子和勺子 复古墙面装饰，适用于农舍餐厅,11.36,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/3318c56f13eb4e9db290a52b818c2059-goods.jpeg,https://www.temu.com/search_result.html?search_key=607127296956059&search_method=user,913.csv,False,,True,0
105,1.027834188404941,607128370650748,6件装 瑞典洗碗布 6片装 - 可重复使用木浆纤维 适用于洗碗 多功能清洁抹布 现代圣诞设计 吸水百洁布 仅限手洗（不可机洗） 2D平面,9.09,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/6a7458cd-f918-48c4-a09b-72adaea6d54d.jpg,https://www.temu.com/search_result.html?search_key=607128370650748&search_method=user,913.csv,False,,True,0
106,1.0251141885658956,607125552127507,2D平面，1件装复古中国新年灯笼横幅背景布 - 红色花卉拱门，适用于节日装饰、方形织物面板，用于派对、婚礼、生日、拍照道具、房间装饰及户外活动等，2D平面,4.77,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/7812978b9d3645278323b9b3f3f59d66-goods.jpeg,https://www.temu.com/search_result.html?search_key=607125552127507&search_method=user,913.csv,False,,True,0
107,1.0248643790844614,607129310181113,"24pcs金边高脚香槟杯(12cups+12bases)金色边缘红酒杯, 饮料杯，高脚杯，啤酒杯鸡尾酒杯，白红葡萄酒杯，可适用，派对、户外聚会、家庭聚会、户外野餐，酒店，酒吧餐厅用品",7.48,家居厨房用品,杯具,https://img.kwcdn.com/product/fancy/c254b6eb-b493-4353-bcf7-10b026f6bdcc.jpg,https://www.temu.com/search_result.html?search_key=607129310181113&search_method=user,913.csv,True,酒,True,0
108,1.0220123183351637,607688729716927,10件装灰色毛毡锅垫与锅具保护垫，防刮毛毡垫，单面垫，隔热垫，餐垫，仅含10个垫子,1.71,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/08c15e08-f9fc-4f8c-869e-c27907ce7cb4.jpg,https://www.temu.com/search_result.html?search_key=607688729716927&search_method=user,913.csv,False,,False,1
109,1.0211780934498071,607130316809737,2D平面款-4件装 感恩有福秋季抱枕套，乡村风格印花装饰枕套，适用于家庭沙发床、客厅及卧室，不含枕芯，花园庭院椅垫套，秋季感恩节假日礼品，2D平面款,7.59,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/a87e39c24ae54b1ca02b3bf6febaa7cd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607130316809737&search_method=user,913.csv,False,,True,0
110,1.0186917521700882,607391437429146,2D平面心形亚克力纪念品，带有爪印和“虽然不再我身边，但永远在我心中”的信息 - 壁挂式宠物纪念牌，适用于宠物丧失、母亲/父亲或亲人 - 经典户外花园装饰，宠物纪念礼物，富有情感的礼物，2D平面,1.85,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/b69a1690b17d4d5f84ed5965f24d9ef8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607391437429146&search_method=user,913.csv,False,,False,1
111,1.017346465184332,607135886895486,1件桌面PVC标志摆件，趣味洗衣房标语，适合办公室、厨房、家居客厅装饰，带有可爱洗衣篮图案，增添幽默生活气息，乡村农舍风格架子办公桌装饰。Decorative Sign,2.41,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/4798a87393054c71af24b667c4b302a8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607135886895486&search_method=user,913.csv,False,,False,8
112,1.0166908630262046,607129175971082,1个2D平面印花斑马和花卉印花可折叠网格收纳篮，紧凑型弹出式洗衣篮，非常适合宿舍和小空间,4.89,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/dbc18e5841c0477dbbb28a53123837f5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607129175971082&search_method=user,913.csv,False,,True,0
113,1.0133178551574014,607114814687469,2D平面 1件装 金色新年烟花蝴蝶结横幅 - 2027派对适用中式装饰 门帘与房间装饰 冬春佳节 烟花背景带绳索用于入口门悬挂（不可修改） 2D平面,5.11,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/b5e678016f3b42adbc9481e2230128cc-goods.jpeg,https://www.temu.com/search_result.html?search_key=607114814687469&search_method=user,913.csv,True,烟,True,0
114,1.0125899165391348,607392108479039,15个花束礼品盒 - 优雅坚固的纸质中心装饰品，适用于婚礼和生日派个，紧凑型桌面摆件，可堆叠展示。 适用于办公室、圣诞节、婚礼、生日和派个道具,10.87,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/7452341e-f9b9-42ca-b482-36cf4f845281.jpg,https://www.temu.com/search_result.html?search_key=607392108479039&search_method=user,913.csv,False,,False,10
115,1.0121014516841436,607254266909239,4件装个性趣味现代风格黑白色骷髅骨架抱枕套搞怪万圣节适用于客厅沙发床办公室餐厅派对装饰无枕芯,11.17,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/705c2954-0081-4cd9-b82f-d285ca17e65b.jpg,https://www.temu.com/search_result.html?search_key=607254266909239&search_method=user,913.csv,False,,False,0
116,1.0120038050001576,607118170115453,2D平面，家庭的第一个圣诞节 2026 照片，定制礼物，亚克力吊坠，家居装饰挂饰，圣诞树悬挂，圣诞节礼物，送给父母、情侣、家庭成员,2.31,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/a60cdf960b21406bb055c95b817e320a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607118170115453&search_method=user,913.csv,False,,True,0
117,1.0101335138604244,605600721286168,2D平面画，2D平面画，三幅软色莫兰迪粉色野花水彩墙 आर्ट套装，采用北欧风格，搭配清新植物花卉设计。这款优雅的艺术装饰海报非常适合提升客厅和玄关的氛围。墙壁装饰帆布画艺术海报,5.81,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/e78ec4ea49a64ee08c40275c1f9d1c56-goods.jpeg,https://www.temu.com/search_result.html?search_key=605600721286168&search_method=user,913.csv,False,,False,5
118,1.00969027087364,607114814697949,"[2D Flat Print] 5/7pcs, Autumn Harvest-themed Table Runner and Placemat Set, Featuring Polka Dot Pumpkins with A Beige Bow, Vintage Autumn Floral Border, and A Terracotta Base, Perfect for Decorating Family Thanksgiving Gatherings., 2D Flat",17.38,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/9db10d4f147f4ae89848db3cedbe43b9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607114814697949&search_method=user,913.csv,False,,True,0
119,1.00856778536082,606613914141377,2套仿真紫薯，麻绳挂绳，农舍风格仿真果蔬挂饰，餐厅墙面与窗户装饰模型,7.47,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/6423c229466a4fb1adbfc640d6484b1d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606613914141377&search_method=user,913.csv,False,,False,9
120,1.007443464182095,607130249744419,2D平面，1件装，粉色樱花装饰牌，宁静风景牌匾，乡村风格框架，非常适合家庭、门廊、花园、咖啡馆等，户外标牌 | 金属墙面装饰的绝佳选择，万圣节和圣诞节礼物,1.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/3b13b3dbcbb84da5944a1d6e8cce3364-goods.jpeg,https://www.temu.com/search_result.html?search_key=607130249744419&search_method=user,913.csv,False,,True,0
121,1.00737518124002,607335065946881,2D平面印花枕套2只装，绿色条纹植物纤维纹理现代装饰风格（不含枕芯），适用于家居装饰、床与沙发、卧室造型，2D平面,6.46,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/debd84a53be442a785a7a5083ff4b642-goods.jpeg,https://www.temu.com/search_result.html?search_key=607335065946881&search_method=user,913.csv,False,,False,1
122,1.006774748143767,606135780243657,2D平面 - 一款幽默的标牌，仅限高尔夫球车停车，非常适合装饰餐厅、咖啡馆、家庭等场所。是高尔夫爱好者的理想礼物,1.99,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/da877333bf824165ba6137ba8c9e6667-goods.jpeg,https://www.temu.com/search_result.html?search_key=606135780243657&search_method=user,913.csv,False,,False,6
123,1.0062012649727141,607527936862624,4个西班牙圣经经文木质冰箱磁铁，绿色花卉叶子励志语录冰箱磁铁，家居厨房冰箱装饰，送给家人和朋友的节日礼物,5.19,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/9baaec47323d498aab0b5ce99ebf06a9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607527936862624&search_method=user,913.csv,False,,False,0
124,1.0036409140947469,607119378055413,2D 平面木制挂牌 复古金色图案框菊花花篮花卉装饰牌 家居墙面挂饰 客厅卧室玄关艺术装饰挂件 田园花艺主题家居软装工艺品,0.83,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/a2ff33f0-43bd-4a42-824a-0422af2d7945.jpg,https://www.temu.com/search_result.html?search_key=607119378055413&search_method=user,913.csv,False,,True,0
125,1.002636012411081,606601029200721,3个装加厚加大搬家袋，防水拉链收纳袋，适用于被子、枕头和衣物 - 耐用可重复使用的搬家和家居整理袋，带随机卡片设计,15.78,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/algo_check/auto/a87d9b50504425c9ee2aa3698d9bf0bc_1780552903504.jpg,https://www.temu.com/search_result.html?search_key=606601029200721&search_method=user,913.csv,False,,False,3
126,1.0017178264217834,607650075004834,18个透明塑料瓶带盖，140 X 25mm，试剂管，用于糖果、装饰、派个,23.28,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/65b002f6668d4e299477dd87ccfb6702-goods.jpeg,https://www.temu.com/search_result.html?search_key=607650075004834&search_method=user,913.csv,False,,False,1
127,1.0014311234472935,607555585675564,2D 平面木质标牌 不速之客暗黑搞怪警示标语：复古雕花边框骷髅装饰图案，仅为装饰，非真实安防标识 —— 哥特趣味装饰，适用于房门玄关墙面布置，送给喜爱暗黑复古风格软装的爱好者,0.97,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/ed47f647-25c8-412a-9e93-c381f06300f2.jpg,https://www.temu.com/search_result.html?search_key=607555585675564&search_method=user,913.csv,False,,False,46
128,1.0010370489177907,607115351546652,"DAINTY CROW HUE | Exquisite Crow Feather Deep Black 52pcs 9-Inch Nitrile Gloves, Cleaning Essentials, Suitable for Home Cleaning, Pet Care, Household Cleaning Gloves in Multiple Sizes Available, Soft Touch And Comfortable Wear, All-Season Use",7.82,家居厨房用品,清洁用品,https://img.kwcdn.com/product/open/c258d29494e043eba60a18536bdb4fd9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607115351546652&search_method=user,913.csv,False,,True,0
129,0.999462292888653,607127296915604,2D平面，1件法老徽章圆形金属标志墙壁艺术，家居装饰，金色埃及法老头像，蓝色条纹头冠，华丽圆形徽章，非常适合卧室玄关，防风雨适合室内外装饰，耐用，2D平面,3.22,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21f0661f40/9da73b71-e827-461b-a326-ad67142aee5d_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607127296915604&search_method=user,913.csv,False,,True,0
130,0.998166183565213,607013882945659,纯色塔芙绒多功能毛毯，精美提花工艺，适合午睡、办公室、户外露营、沙发、卧室，全季节舒适，多种尺寸和颜色可选择,17.35,家居厨房用品,毯子,https://img.kwcdn.com/product/open/e0247a7e69624b1d8e2dbacf2d862ea2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607013882945659&search_method=user,913.csv,True,LV|APP,False,0
131,0.996720118083929,607119378084849,"2D Flat, Mitosis Poster - Minimalist Watercolor Cell Biology Chart Suitable for, Lab, Office Decor - Vertical Unframed Canvas Print with Phases of Mitosis Diagram - / Science Wall Art for Biology Education, 2D Flat",2.89,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21152340f68/75d0ae84-79a5-45ac-8a36-9b7c5ae17455_900x900.jpeg,https://www.temu.com/search_result.html?search_key=607119378084849&search_method=user,913.csv,False,,True,0
132,0.9959106516649721,607310437019913,2D平面1件“禁止推销人员”图案的金属铝皮标牌圆形装饰画，尺寸(7.87英寸x7.87英寸/20公分*20公分)，适合放置在房间/餐厅/酒吧/门/车库，装饰金属招牌，2D平面款。,3.22,家居厨房用品,家居装饰,https://img.kwcdn.com/product/21140d6a368/7f5a6c2c-7db8-46f2-8257-d3d83c234285_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607310437019913&search_method=user,913.csv,True,酒,False,0
133,0.9940785806254937,607469954811288,4件装西班牙语圣经经文木质冰箱贴，桉树绿叶励志语录冰箱磁贴，家用厨房冰箱与储物柜装饰，馈赠亲友的节日礼品,5.35,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/d53b74725a9847c2b9f5712aa1a6fba6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607469954811288&search_method=user,913.csv,True,家用,False,0
134,0.9919218238920132,606261005412486,2D平面，2D平面，3件套彩色龙虾，彩色鱼，虾墙 आर्ट प्रिंट，鲜艳的海鲜海报，以及时尚的鱼美学厨房墙壁装饰，带细条纹，适合卧室、客厅、浴室和办公室装饰,6.84,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/37a0b2e1-9b86-46e6-a750-c86e1b54aea0.jpg,https://www.temu.com/search_result.html?search_key=606261005412486&search_method=user,913.csv,False,,False,12
135,0.9911038318475256,606650152919991,"Blue 1 Roll Window Glass Insulation Film, One-Way View Window Film, Sunshade Film, Privacy And Protection Glass Film",3.14,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/100821b8-a7fd-4bfc-b049-5c732f1183ce.jpg,https://www.temu.com/search_result.html?search_key=606650152919991&search_method=user,913.csv,False,,False,1
136,0.9885849315497636,601105722771018,2D平面装饰画，3件套带框彩色墙饰海报，几何图案墙艺，趣味设计帆布画装饰，大胆色彩墙艺，时尚海报，复古艺术印刷品，家居装饰，适用于客厅、卧室、浴室，含画框[2D平面]，2D平面,28.21,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/52f94d44f7194c9baa4167f119df6cc6-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105722771018&search_method=user,913.csv,False,,False,2
137,0.9873369665529411,607242589989107,一卷自粘PVC新月形绿叶静电贴膜，窗户隐私膜，彩色窗户贴花，3D装饰窗户乙烯基膜，彩色玻璃窗贴膜，静电贴膜窗户贴纸,4.34,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/3cd82f18-82e4-43c3-9aed-5542060ff137.jpg,https://www.temu.com/search_result.html?search_key=607242589989107&search_method=user,913.csv,False,,False,15
138,0.9864747582347746,607104077265867,"2D Flat, 2D Flat, 2D/Flat 1pc Large Navy Blue Peony Flower Wall Art - Ultra-Wide Navy Blue Beige White Canvas, Suitable for Living Room, Bedroom, Office - Frameless Modern Classic - Plant Print Gift Creative Note: This Painting Is 2D/Flat, Frameless",7.25,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/algo_check/auto/dfc71faca02187389ccf331ea1b48d45_1787454123804.jpg,https://www.temu.com/search_result.html?search_key=607104077265867&search_method=user,913.csv,False,,True,1
139,0.9859642705496265,607424522107789,2D平面，2D平面3件套紫色中世纪现代海报和印刷品，波西米亚风植物紫色斯堪的纳维亚艺术印刷品家居装饰节日礼物，客厅，卧室，办公室，餐厅，厨房，浴室，墙壁艺术，家居装饰，2D印刷，无框,12.37,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/f6372784d2134e74892eba0eb7b1d0a5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607424522107789&search_method=user,913.csv,False,,False,3
140,0.9854907662423572,605884725996393,复古“小心蛇”警示木制标牌 - 蛇类爱好者的理想选择，耐用锡制物业保护装饰，易于悬挂，物业装饰，蛇爱好者,2.84,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/98f8c7a9e93a42a8a2a5ab741d7ad9c9-goods.jpeg,https://www.temu.com/search_result.html?search_key=605884725996393&search_method=user,913.csv,False,,False,10
141,0.984414021394644,601105614014789,1PC简约复古三色格纹印花磨毛羽绒被被套（无填充物和枕套）100%涤纶可机洗 面料亲肤透气轻便,13.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/caa147c3-e162-4943-8e8d-c18f9b01bba0.jpg,https://www.temu.com/search_result.html?search_key=601105614014789&search_method=user,913.csv,False,,False,14
142,0.9843886816473123,607128773354699,全新口味，高品质大豆蜡香薰片，精致香薰蜡块，香气扩散性能稳定，适用于多种室内外生活场景，高端礼品首选,2.44,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/6833bebb-bfcd-48f1-bb72-f50ae331673c.jpg,https://www.temu.com/search_result.html?search_key=607128773354699&search_method=user,913.csv,False,,True,1
143,0.9843854997215943,607337079258755,10个超强旋转挂钩，适用于家庭、洗衣、衣物和沙滩巾 - 易于使用且安全，衣夹,4.62,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/a9a4a63a-97a2-406b-b722-1d3dfa81548b.jpg,https://www.temu.com/search_result.html?search_key=607337079258755&search_method=user,913.csv,False,,False,0
144,0.983684311301767,601099655621992,"Luxurious European-Style Jacquard Plush Sofa Cover - Thick, Non-Slip Couch Protector for Pets & Youngsters, Machine Washable, Polyester, Fits 3-Seater to 4-Seater Sofas - Perfect for Living Room Decor",14.2,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/2c6d5502-cc5c-45e8-a13e-342e72fa16a1.jpg,https://www.temu.com/search_result.html?search_key=601099655621992&search_method=user,913.csv,False,,True,18
145,0.9836751795478746,607276345700323,1件新款现代条纹格子床上用品-被套，100%全棉床品 柔软亲肤四季通用被套，可机洗，适合卧室、客房、宿舍（被套/无填充物+无枕套）,25.33,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/744eb9c39e6d482db0bf9a39afdff4e7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607276345700323&search_method=user,913.csv,False,,False,6
146,0.9809991573421362,607584509612271,"Minimalist White Single Panel Sheer Curtain, Light Filtering Block Sight Voile Drape, Large Window Partition Sheer for Villa Apartment",15.28,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/c9aec480-4a8c-4afd-99b4-3b548ff31e9d.jpg,https://www.temu.com/search_result.html?search_key=607584509612271&search_method=user,913.csv,True,Led,False,0
147,0.9808520609969171,606984086643560,1件/收藏级/贝壳里的小狗/桌面装饰摆件,1.46,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/f86c1064-c7d1-49e6-a1c8-9022bcc2a5f4.jpg,https://www.temu.com/search_result.html?search_key=606984086643560&search_method=user,913.csv,False,,False,3
148,0.9801558462770832,607304598585194,超柔牛奶绒床笠，加厚保暖冬季床单，深口袋全包围防滑设计，柔软亲肤绒感床垫保护套，舒适包裹床垫，可机洗易打理，适用于卧室、宿舍、客房及家居装饰,15.35,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b02d8cec-5ad1-46eb-ac11-b8387f47cff4.jpg,https://www.temu.com/search_result.html?search_key=607304598585194&search_method=user,913.csv,False,,False,0
149,0.9800080638543385,607116559515268,1个 时尚粉色亚克力杯垫 别致不规则造型杯垫 功能性桌面保护 防滑设计 法式浪漫装饰 适用于家居与办公室 感恩节、圣诞节、秋冬季,2.64,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/64a0ee89-6915-40b4-bdd3-d8c693e79aa4.jpg,https://www.temu.com/search_result.html?search_key=607116559515268&search_method=user,913.csv,False,,True,2
150,0.9799476106588279,605585839901015,轻奢床上用品全棉单被套，四季通用，1*被套，耐用高密度纺织品，可水洗可机洗，透气柔软亲肤，加厚保暖，适用主卧室、客房，出租房，酒店，房车，大学生宿舍,21.76,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d906d3a3764648749b947164aa1e4c86-goods.jpeg,https://www.temu.com/search_result.html?search_key=605585839901015&search_method=user,913.csv,True,酒,False,3
151,0.9793903390008663,607129981270070,"10pcs定制派个装饰品，可定制文字的装饰性铃,金色铃铛配蝴蝶结 适用于婚礼季装饰，派个用品",7.29,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/43d43ba3-e51e-4239-b4c5-28e9d8f5ab4f.jpg,https://www.temu.com/search_result.html?search_key=607129981270070&search_method=user,913.csv,False,,True,0
152,0.9777589776452238,607120854483063,2D平面单面印花冬季节日圣诞乡村卡车枕套红色靠垫套，含内芯，沙发床装饰，卧室客厅适用,2.06,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/11c9cd7a69cf4685af12ba2a926ab7b3-goods.jpeg,https://www.temu.com/search_result.html?search_key=607120854483063&search_method=user,913.csv,False,,True,0
153,0.9754026394173813,606899261014438,长方形带把手竹木托盘 可嵌套收纳托盘 家用早餐咖啡摆盘客厅玄关装饰木盘,11.75,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/adc06fe5-38e6-440a-afc9-47b115e486d1.jpg,https://www.temu.com/search_result.html?search_key=606899261014438&search_method=user,913.csv,True,家用,False,0
154,0.9726959908660946,607227154902921,"2D平面, 2D平面, 2件套, 爱情语录海报, 帆布画, 极简情侣墙面装饰, 帆布艺术画, 适用于书房, 卧室美学, 家居装饰美学, 迁家礼物, 无框",4.7,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/29ea28af2ce94835954d0383ca9d5d17-goods.jpeg,https://www.temu.com/search_result.html?search_key=607227154902921&search_method=user,913.csv,False,,False,0
155,0.9713617537451738,606316386960963,3件套星系游戏手柄床笠套装 | 1个床笠 + 2个枕套，无芯设计，游戏主题，舒适卧室装饰，柔软透气涤纶床上用品，四季通用,19.48,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/bf42724e81f34286ab3796d479f7eeb8-goods.jpeg,https://www.temu.com/search_result.html?search_key=606316386960963&search_method=user,913.csv,False,,False,1
156,0.9706843180580128,605645348678306,22件套透明防尘衣物袋，衣柜收纳挂式塑料服装袋，干洗旅行及洗衣店必备家居用品,9.64,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/f91626da-f315-4da6-a917-9a91ae238f5a.jpg,https://www.temu.com/search_result.html?search_key=605645348678306&search_method=user,913.csv,False,,False,21
157,0.9700034490750111,607129310189147,免打孔壁挂浴室收纳柜 防尘卫生纸盒 化妆品毛巾整理神器,13.6,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/5454499e-594a-4dd0-b2d3-b0a2c0433f4b.jpg,https://www.temu.com/search_result.html?search_key=607129310189147&search_method=user,913.csv,False,,True,0
158,0.9685171323999798,607127296952087,1件桌面PVC标志标牌，正方形小摆件，现代简约设计，办公室家居装饰，专业按摩师定义，舒缓肌肉，缓解身体不适。Decorative Sign,3.55,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/78d4e66418d9459986f3db9c5089dee4-goods.jpeg,https://www.temu.com/search_result.html?search_key=607127296952087&search_method=user,913.csv,False,,True,0
159,0.9683084996812247,606717798623914,"Privacy Window Film with One Way Mirror, Removable Static Cling, Heat Blocking& Protection for Home Glass Cover",9.12,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2c5c2aeb1612443ca09f1bd199c737e2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606717798623914&search_method=user,913.csv,False,,False,0
159,0.9683084996812247,607297619202735,"Privacy Window Film with One Way Mirror, Removable Static Cling, Heat Blocking& Protection for Home Glass Cover",9.56,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2c5c2aeb1612443ca09f1bd199c737e2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607297619202735&search_method=user,913.csv,False,,False,3
161,0.9677789833637876,605802114964933,2D平面打印 1件 现代艺术风格 新奥尔良的版式磁铁贴 独特的礼物 充满创意的冰箱表面和铁门表面装饰和整理器 带有磁性背面 3.94x2.76 inch (10x7cm) P03,1.11,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/1ca034b6-7660-4e9c-b34a-6810dd0fa328.jpg,https://www.temu.com/search_result.html?search_key=605802114964933&search_method=user,913.csv,False,,False,1
162,0.967658922156293,606733099478411,大容量可折叠洗衣篮，带支架腿和可折叠储物篮 - 重型塑料储物箱，带刹车脚轮，节省空间的现代矩形设计，适用于浴室、卧室、宿舍和洗衣房,21.01,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/63041ae4-097c-4738-b479-b9baf83d8e97.jpg,https://www.temu.com/search_result.html?search_key=606733099478411&search_method=user,913.csv,True,支架,False,12
163,0.966940900662012,607116626611114,【】2D Flat Banner 1件 横幅，带有彩色“Happy Birthday”及蛋糕、气球、礼物等设计，主题派对装饰，适用于室内庆祝活动、家居场景装饰、照片亭道具、节日装饰，耐用聚酯 。,14.84,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/217a7c19e6/c654454f-16cc-4c1a-84b2-4de4d28fb15c_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607116626611114&search_method=user,913.csv,True,APP,True,2
164,0.9658061823108693,607123673034527,2Dflat，搞笑骷髅青少年挂饰 - “显然我很戏剧化”亚克力挂饰，万圣节完美礼物，孙女的理想选择，万圣节装饰,1.29,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/32b9d1087f9b455fa6300ba4195f5764-goods.jpeg,https://www.temu.com/search_result.html?search_key=607123673034527&search_method=user,913.csv,False,,True,0
165,0.9647894542320183,607126223215850,二维平面，1件装 2027新年快乐复古风门帘，含时钟与铃铛图案横幅，色彩鲜艳的新年假日装饰，庭院墙壁栅栏展示挂饰，配有预钻孔和支撑绳，二维平面,7.37,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/5cf744b61afa4b4dad74a67fd8d4e145-goods.jpeg,https://www.temu.com/search_result.html?search_key=607126223215850&search_method=user,913.csv,False,,True,0
166,0.9630097783683925,606664379970856,1pc高级硅胶厨房水槽肥皂盘,1.24,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/2024-09-11/1726071046067-72abb153f6ab4eadb5c26f6ef9348d0c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606664379970856&search_method=user,913.csv,False,,False,1
167,0.9622206233469082,606882349555734,三层波西米亚中性色悬挂篮 - 编织绳墙壁收纳架，带节省空间的垂直储物架，波西米亚风格，适用于浴室、婴儿房、厨房、卧室 - 多房间悬挂式置物箱，用于存放毛巾、餐具,10.8,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/6fe4b66457344fc58d3d60981138fedb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606882349555734&search_method=user,913.csv,False,,False,3
168,0.9591365564252405,606658205971267,"5pcs/7pcs YSW Tablecloth and Chair Covers Suitable for 4/6 Chairs, Modern Rectangular Table Cover with Chair Slipcovers, Colorful Tablecloth & Chair Protectors for Kitchen, Patio, Dining Room, Machine Washable Polyester Furniture Covers, 2D Flat",25.08,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/d9e04e692168439db78406a8aa14da6b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606658205971267&search_method=user,913.csv,False,,False,0
