排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
65,1.0666882185003437,606688136521367,9卷混装缎带套装，0.26 英寸精品缎面丝带，适用于手工创作、DIY 缝纫、礼品包装、花艺布置、派对装饰以及发箍制作。共 225 码。蝴蝶结与丝带 / 婚礼装饰 / 圣诞节 / 万圣节 / 房间装饰 / 圣诞装饰 / 农场装饰 / 家居装饰 / 墙面装饰 / 秋季家居装饰 / 卧室装饰,5.14,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/de5720e2-1904-48ed-b390-43c4f4f4d98d.jpg,https://www.temu.com/search_result.html?search_key=606688136521367&search_method=user,910.csv,0
66,1.0651995121365345,605925528165746,"1pc, Red Heart Black Stripes Reusable Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",4.06,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a639a4/ad23c4c2-a0e2-46e9-80de-5085aae529bb_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605925528165746&search_method=user,911.csv,6
67,1.0643563157730214,607382847491100,"2D平面 1件装 奇趣""上帝永远守护我""桃色抱枕套 单面印花 不含枕芯 适用于沙发床装饰 卧室客厅 2D平面",2.06,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/117b86dafa2d404c8773eaf1fc855a72-goods.jpeg,https://www.temu.com/search_result.html?search_key=607382847491100&search_method=user,911.csv,1
68,1.0616496862606388,605575219912330,1个 2D平面墨西哥耐用圆形冰箱贴，适用于将照片、明信片等贴在冰箱上，作为厨房装饰，2D平面,1.51,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/e91909d3c61f49809e83f73ad2b11097-goods.jpeg,https://www.temu.com/search_result.html?search_key=605575219912330&search_method=user,911.csv,1
69,1.059801066639054,607583704310152,50/100个迷你木制船形托盘：3.27英寸，手工制作，纯木船形盘，迷你时尚餐具，派个托盘，适用于开胃菜、点心和寿司 - 多功能餐具，适用于餐饮派个和户外用餐,3.37,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/8a783102-3446-48e8-a39b-2440bc7d7582.jpg,https://www.temu.com/search_result.html?search_key=607583704310152&search_method=user,909.xlsx,38
70,1.0592351396718915,606884497072979,4pc 隐形床单固定器 安全床垫绑带 / 束带 适配所有尺寸床铺 安装简便 耐用防滑 稳固抓握 床垫夹 / 床单夹 / 床铺整理夹 纸张固定器 整洁床铺解决方案 极简设计 光滑表面 现代寝具配件 / 用品 床上用品爱好者 宿舍房间配件,2.49,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/aa7bcd6fc80e4d85bb14d72eded812fa-goods.jpeg,https://www.temu.com/search_result.html?search_key=606884497072979&search_method=user,909.xlsx,6
71,1.0574707792438132,606703437316842,"感恩节丰收小兔子木墩玻璃贴商场橱柜装饰节日自粘窗贴, 家居墙贴, 家居装饰品窗贴 可移除自粘贴, 节日表面装饰, 季节性粘合艺术, 节日贴纸, 装饰艺术风格, 装饰艺术窗贴，PVC材质，自粘贴纸，适用于春季，夏季，等节日装饰贴",1.17,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/b1cae86dedfc4e54b2c4523070f9d829-goods.jpeg,https://www.temu.com/search_result.html?search_key=606703437316842&search_method=user,910.csv,3
72,1.0557410889477536,606992945000933,"5pcs Matte Six-Petal Daisy Foil Balloons, 17-Inch Cream Flower Balloons with Pink Center, for Birthday Party, Spring Theme Party, Wedding, Engagement, Vintage Theme Gathering, Backdrop Decorations",1.86,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/075002f8-9b69-4f47-9bc7-e5e0eeabbe02.jpg,https://www.temu.com/search_result.html?search_key=606992945000933&search_method=user,910.csv,2
73,1.0518023008672326,607501898605260,可爱知更鸟静电窗贴，无胶可反复使用，三层印刷 PVC 静电贴 双面可视，家装柜门玻璃窗户装饰贴纸,0.57,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/6231f281-1092-4846-aac6-80c36e2e184d.jpg,https://www.temu.com/search_result.html?search_key=607501898605260&search_method=user,910.csv,0
74,1.0513454843671166,601103760034090,"1PC 水彩雄鹰展翅翱翔图画图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",10.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/a6693febb8e2475582c2e34ab5706b52-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103760034090&search_method=user,910.csv,6
75,1.049806945550383,607232926306274,1张彩色松枝飞鸟静电吸附窗贴，家居装饰用捕光贴花,1.44,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/81294bf08336495680b32562f8bed018-goods.jpeg,https://www.temu.com/search_result.html?search_key=607232926306274&search_method=user,910.csv,0
76,1.0467491847279178,601103679795778,"1PC 毛茸茸水豚喝咖啡享受图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",14.11,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/9a7d1f479d1f4432bbf84d25e74a1dd8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103679795778&search_method=user,910.csv,6
77,1.0467179684899757,606551586755729,2件套波士顿风格希腊圣托里尼岛枕套，用于沙发家居装饰，12X20英寸，单面印花，不含枕芯,6.84,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/a53e500d-d623-4900-a412-271f5d839cc8.jpg,https://www.temu.com/search_result.html?search_key=606551586755729&search_method=user,909.xlsx,8
78,1.045332002272623,607292720288983,1个2D平面亚克力和橡胶软磁铁，趣味十足的太阳系冰箱磁贴——星空夜中的彩色卡通行星造型，非常适合太空爱好者、房间、圣诞节、生日装饰。,0.77,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/cfe31d2c488b4893a7a46b420dd9b3c0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607292720288983&search_method=user,909.xlsx,10
79,1.0421764410739547,607210511936261,二维平面个性化定制海报，可印制姓名/文字 - 木质画框包边帆布，适用于运动球衣印花、相框、墙壁装饰 - 可定制，用于婚礼、活动 - 姓名牌印刷帆布艺术品，二维平面,6.6,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/ad0a0c1d77d3488fbd04bee7db113e5d-goods.jpeg,https://www.temu.com/search_result.html?search_key=607210511936261&search_method=user,911.csv,0
80,1.0391895739904802,606040150130770,2D平面，2D平面3件套棕榈滩佛罗里达海滩海报，棕榈滩旅行印刷品，海滩艺术，民间艺术海报，美国节日礼物，客厅，卧室，办公室，餐厅，厨房，浴室，墙壁艺术，家居装饰，2D印刷，无框,5.46,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/43ff7b9e2162425fbdfca893cf8339b9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606040150130770&search_method=user,909.xlsx,1
81,1.035885141423097,606712698346644,"Portable Zippered Utensil Storage Bag, Suitable for Forks, Spoons, and Knives, Ideal for Travel, Camping, Picnics, School, and Office, Keeps Utensils Neat and Organized, Utensil Case, Utensil Storage Box",1.03,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/1d8a56772e4c4519a6c9a2ffb3ff1314-goods.jpeg,https://www.temu.com/search_result.html?search_key=606712698346644&search_method=user,909.xlsx,9
82,1.0357364373792564,606173629639876,2D平面，2D平面，1件装墙 आर्ट 带框或无框，个性化Wanted - Dead Or Alive风格帆布墙 आर्ट，高清打印，帆布材质，非常适合家居装饰，描绘了一个情侣温馨的场景，完美礼物,4.15,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/9561e94f6e7447719cdaa91495cbd7c9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606173629639876&search_method=user,911.csv,3
83,1.0356546533885653,607183534150400,二维平面个性化定制海报，可定制姓名/文字/日期/照片 - 环绕式木质画框，适用于出生星盘、婚礼、装饰 - 定制狐狸星辰出生详情印刷品 - 帆布墙壁艺术，情人节礼物，二维平面,6.62,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/788303b9fe764471b27a9e8fbd6632db-goods.jpeg,https://www.temu.com/search_result.html?search_key=607183534150400&search_method=user,911.csv,0
84,1.0340992593724767,606341066269983,"1pc, Watercolor Bouquet Large Capacity Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",3.96,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a63738/e81981b6-549a-40b8-8c37-658a24529fb9_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606341066269983&search_method=user,911.csv,1
85,1.0335252729875373,606534406916978,1个 2D平面 尼泊尔耐用圆形冰箱贴，适用于吸附在冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房装饰等物品上，2D平面,1.94,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/c063d137d7ee41b0b54d805fd6352d8b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606534406916978&search_method=user,911.csv,3
86,1.032857454596361,607323523225519,"Personalized Carving of Your Words, 304 Stainless Steel Square Spoon, Internet Famous Ice Cream Spoon, Fruit Fork, Coffee Mixing Spoon, Dessert Fork Spoon, Personalized Small Fork Spoon Set",5.75,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/0cb3f890-90c9-11f1-8f2a-0a580aad1037.jpg,https://www.temu.com/search_result.html?search_key=607323523225519&search_method=user,911.csv,0
87,1.0271172417733778,606684915321393,E 型创意墙面搁板，精致紧凑型悬浮展示架，竖向壁挂收纳台，简约挂墙储物板，艺术风墙面陈列架，契合欧洲小户型家装审美。精致紧凑 E 型三层结构，哑光抗黄饰面，表面顺滑一擦即净，安装牢固承重稳定，不占用地面空间,3.92,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/626160e9a488407ab6d9694101708bde-goods.jpeg,https://www.temu.com/search_result.html?search_key=606684915321393&search_method=user,910.csv,148
88,1.0220613249508923,606070483293251,"2D平面, 2D平面, 1件无框或带框墙壁艺术海报和印刷品, 个性化这就是我们3张照片拼贴木质风格帆布印刷品, 定制情侣照片墙装饰，带有我们的生活我们的故事我们的家口号，浪漫爱情艺术品",4.48,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/fb69b61e44044aaaa699453da9ae1656-goods.jpeg,https://www.temu.com/search_result.html?search_key=606070483293251&search_method=user,911.csv,1
89,1.0217112502225483,607200982463950,2D平面画，2D平面画，[2D平面画] 1幅 31.49X62.99英寸/80X160厘米 大尺寸无框现代家居装饰帆布艺术印刷品，适用于客厅卧室逼真时尚壁画设计海报 - 抽象几何墙面装饰，带金色画框和暖光,17.7,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21152342270/d1cb936c-3b98-4269-b013-fd12a71b607e_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607200982463950&search_method=user,911.csv,0
90,1.021131444890308,607665107388365,2件装 流苏丝绒三合一杯型文胸收纳袋/拼色文胸包/旅行内衣整理袋/多层内衣收纳袋/内衣袜子整理袋/贴身衣物收纳袋/旅行便携收纳袋/旅行必备品,6.12,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/6712bf63d1b0433f8d088b7af959ab8f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607665107388365&search_method=user,911.csv,0
91,1.0206165081478085,607155281346550,一款可爱的披萨冰箱贴，送给食物爱好者的趣味礼物，非常适合装饰冰箱、邮箱、铁门和家具。它采用异想天开的卡通设计，使其成为理想的生日或乔迁礼物。尺寸为3.15英寸。,0.62,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/7894407fccb84b38a77648453e94f70c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607155281346550&search_method=user,909.xlsx,20
92,1.0199423605905875,606702497838268,2D 平面宝石装饰金钱蟾塑料装饰品 - 旋转 2D 平面设计，用于财富和繁荣，闪亮的金光宝石青蛙，带有黄金硬币，非常适合家庭或办公室装饰，新年庆祝活动或风水，办公室装饰 | 生动的装饰 | 装饰品,0.98,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/34e3e0004914489aa7ac09d97399c54e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606702497838268&search_method=user,909.xlsx,39
93,1.0182678044295321,606786450987378,"Flannel Blanket 1pc, Ghosts with Pumpkins, Soft Air Conditioning Blankets, Office Sofa Blankets, Nap Blankets, Camping Blankets, Perfect for a Short Getaway; Makes a Great Christmas Gift for Family, Friends, And Classmates",12.94,家居厨房用品,毯子,https://img.kwcdn.com/product/217a7c3564/2b155570-5ff8-4f64-9afc-cf3f3b10c54b_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=606786450987378&search_method=user,909.xlsx,6
94,1.017730356276187,605592399777365,药房霓虹灯牌，绿色十字形霓虹灯牌用于墙面装饰，USB供电 可调光LED灯牌用于商店，发光灯牌用于卧室、家居店、男人洞穴、俱乐部、酒吧派对装饰。,37.34,家居厨房用品,照明及配件,https://img.kwcdn.com/product/open/bc7384e78e4048a7a37e6933d439c404-goods.jpeg,https://www.temu.com/search_result.html?search_key=605592399777365&search_method=user,911.csv,0
95,1.0141419696295617,606712698403198,2D平面，1件2D平面木制复古WiFi网络标志牌 - 无需电源无线路由器密码牌，仿古棕色牌匾，适合家庭办公室咖啡馆装饰 - 乔迁或母亲节礼物，密码提醒牌,0.9,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/ec801e9e5ae846dca7072b0f2a9e3a70-goods.jpeg,https://www.temu.com/search_result.html?search_key=606712698403198&search_method=user,910.csv,37
96,1.0129635217346975,605873451727021,2D平面，海报与印刷品[2D平面]1件 31.49X62.99英寸/80X160厘米 大尺寸无框现代家居艺术风格高品质帆布印刷家居装饰画 适用于客厅、卧室、办公室等 - 月光下的山景与时钟和飞鸟，2D平面,14.91,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/2123a67728/fcb2012b-8bb9-45f4-bc4d-51aa21f3a859_800x800.jpeg,https://www.temu.com/search_result.html?search_key=605873451727021&search_method=user,909.xlsx,0
97,1.0120318256108705,607565987584078,1个2D平面爱沙尼亚塔林耐用圆形冰箱磁铁，适合粘贴照片、明信片等于冰箱上，作为厨房装饰品,2.75,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/ef1ca3a16899a352f049045fd5fb7efd_1784010333303.jpg,https://www.temu.com/search_result.html?search_key=607565987584078&search_method=user,911.csv,18
98,1.0109223785647963,607238563431879,"2D Flat 1pc Bathroom Mat, Flannel + 1.2cm Thick Sponge, Absorbent and Soft, Suitable for Bathroom Anti-Slip Mat, Door Mat, Bathtub Mat, Toilet Mat, Bedside Mat, Adorable Long-Horned Bull Foam Bath Pattern, Bathroom Decor Accessory",4.76,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/2115234142a/f4ffdb3b-aa56-408a-a801-ae07185f6e2b_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607238563431879&search_method=user,910.csv,0
99,1.01041955128693,606045854364694,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,热带海滩风景,写实风格,海滩节,四季皆宜,可机洗,居家、宿舍、主卧、客房可用",15.09,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/f03b10a6004b40faa8ee94f765595400-goods.jpeg,https://www.temu.com/search_result.html?search_key=606045854364694&search_method=user,909.xlsx,15
100,1.007722021026582,606024849266319,"柔和淡色玫瑰花束2D印花抱枕套(4件套,不含枕芯),多规格可选,高级简约装饰适配沙发\客厅\书房\民宿及休闲区使用",8.54,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/1c30cd7e7e184b389667b3ebe0acc56a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606024849266319&search_method=user,911.csv,0
101,1.0055488843878222,607028378485855,家用大开口强力防风晾衣夹，适用于家用宿舍晾晒的高质量晾衣夹，晾衣必备好帮手,4.9,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/7f8297288a63485f901545b427a0506a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607028378485855&search_method=user,911.csv,0
102,1.0044920742523853,607269970365798,7 件石头用于绘画大型（7-10 厘米/2.76-3.94 英寸）平石头用于绘画光滑绘画石头用于艺术和手工艺多色绘画石头用于手工礼物河流石头绘画石头,10.95,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/44f7ce2b61904fb89ae357fa682170d2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607269970365798&search_method=user,911.csv,1
103,1.0023116190266517,605520459082511,2D平面画作，1件现代简约工业风黑白跑车墙壁艺术 - 无框竖版帆布画，适用于客厅、卧室、办公室装饰 - /挂钩式汽车主题家居装饰、壁画、当代画作，2D平面,1.92,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/18d42ce5998e4596920490840648d9b1-goods.jpeg,https://www.temu.com/search_result.html?search_key=605520459082511&search_method=user,911.csv,39
104,1.0018917027935879,601103728868349,"1PC 猫咪开心吃面条好可爱图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",11.13,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/3ace47c6469d45298f5a81a5f64ca2bb-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103728868349&search_method=user,910.csv,2
105,0.9968285835328327,601103781792783,"1PC 火焰凤凰浴火重生神鸟雄壮图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",14.51,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/4f3404a20b4e42e993c65d6a47220b64-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103781792783&search_method=user,910.csv,2
106,0.9958643664053645,606605324213389,针织纹理蝙蝠桌面雕塑，3D打印哑光黑钩针风格蝙蝠雕像，带有精致的翅膀与耳朵纹理，哥特暗黑美学风格，适用于书架、书桌及季节性万圣节室内装饰摆件,1.74,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f66a0d42bfcf4077a9c47c556aaa7c5d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605324213389&search_method=user,911.csv,0
107,0.9924834373585233,601103016452506,"2D Flat, 2pcs Modern Abstract Circle Curtains - Beige & Black/White/Gray/Beige Window Drapes, Light Filtering Privacy Sheers with Grommet Top for Living Room, Bedroom, Kitchen, Office - Easy Installation Minimalist Window Treatments (No Hardware Needed) - Hand Wash Only Polyester Fabric, 2D Flat Printing Abstract Circle Fusion Design in Neutral Tones, Versatile for All Seasons and Room Types, Curtains for Room Vintage, Removable Curtains, European Curtains for Living Room,",18.45,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/4a673ff4-f8fd-436d-b1db-66e215e33a6d.jpg,https://www.temu.com/search_result.html?search_key=601103016452506&search_method=user,909.xlsx,1
108,0.992003087107541,606732025697563,2PCS 大型洗衣收纳袋，可折叠储物箱，带个拉链和手柄，适用于搬家、旅行、床下收纳，以及存放毯子和床上用品,6.95,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/ce55a84abadd470d838501236dcbeac9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606732025697563&search_method=user,911.csv,7
109,0.991948619917645,607043947755307,"Country Plaid Table Runner, Suitable for Autumn Thanksgiving Harvest Table Decoration, Farmhouse Style Long Tablecloth in Rust Orange, Reusable for Home Kitchen Dining Room Party Decor",3.73,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/be0b55d0b787488caa56eaa64c6471f1-goods.jpeg,https://www.temu.com/search_result.html?search_key=607043947755307&search_method=user,911.csv,5
110,0.9913447392687694,607254065568121,5pcs/10pcs五角星形状装饰品，五角星圣诞球，透明包装壳，干花定妆透明球，造型亚克力球。可DIY，内部可放入自己喜欢的装饰品。本产品不附带内部装饰品,6.06,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/11f744db-87ad-4344-adcf-66c7d19b1fd3.jpg,https://www.temu.com/search_result.html?search_key=607254065568121&search_method=user,910.csv,0
111,0.9882323553285076,607054081185303,1个 8 X 8 英寸 2D 平面圆形标牌，复古装饰牌，内容为“危险气体”，易燃易爆警告装饰，适用于车库、酒吧、工作室装饰或礼品,5.14,家居厨房用品,节日饰品,https://img.kwcdn.com/product/217a7c329a/bf026c5a-48c4-4d75-b128-d14b4163b265_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607054081185303&search_method=user,909.xlsx,0
112,0.9867188735038854,606732025753725,充气U型颈枕，便携可折叠旅行枕，适用于商务出差、飞机小憩，超轻便携，弧形设计提供360度稳固支撑，符合人体工学的颈椎压力分散设计,3.23,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/8b20adf4d8b04f6bb142923631f3dea6-goods.jpeg,https://www.temu.com/search_result.html?search_key=606732025753725&search_method=user,910.csv,6
113,0.9831920254830473,606406296097380,2D平面，1个装维京传奇亚克力圆形磁性冰箱磁铁，厨房装饰，维京长船，条纹帆，海洋波浪，角斗士，现代简约美学，非常适合家庭、橱柜、冰箱、洗碗机、黑板,2.15,家居厨房用品,厨房用品,https://img.kwcdn.com/product/2123a6789c/6bb2bc5c-ec8f-4188-8964-74706b1aba33_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606406296097380&search_method=user,911.csv,1
114,0.9814850990849916,606537561033097,2D平面画，1幅装 简约柔和花卉三联画海报 - 竖版无框植物墙饰，适用于客厅、卧室、厨房装饰，柔和色调适合宿舍、咖啡馆，高品质帆布印刷复古现代装饰礼品，2D平面画,2.52,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/6b07b64c-85a2-4e79-bbca-d5f960eb2532.jpg,https://www.temu.com/search_result.html?search_key=606537561033097&search_method=user,909.xlsx,0
115,0.9801876452122105,605729721264098,2D flat banner1pc，夏季主题派个桌布，带有各种鱼类，海星等海洋元素装饰图案的桌旗，适用于夏季派个，家庭聚会，生日派个等，室内外装饰桌旗，多尺寸可选,2.76,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/5de1baaa-bedf-4cb2-b364-1fdd93240bb2.jpg,https://www.temu.com/search_result.html?search_key=605729721264098&search_method=user,910.csv,0
116,0.9767832066225028,606631899308985,1张可爱老鼠砸玻璃静电窗贴，静电吸附玻璃窗贴，适用于卧室客厅，家居装饰美化贴画，橱窗展示、派对及冬季节日装饰，2D平面,1.31,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/518b1fb593644cd3b4f835ebe420de73-goods.jpeg,https://www.temu.com/search_result.html?search_key=606631899308985&search_method=user,910.csv,0
117,0.975790030656168,605945593721824,1PC 2D flat printing清新淡雅黄白小花枝叶植物图案华夫格沙发巾，全盖式沙发盖套，带流苏，沙发防尘盖毯，四季通用,28.71,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/21140d63720/559d3b4f-bb3e-4762-aefb-e5855ee1b991_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605945593721824&search_method=user,909.xlsx,39
118,0.9714183422940157,606839534132109,万圣节骷髅骨窗户贴纸- PET静电吸附玻璃膜 无残留 不留胶，自粘可移除， 可重复使用 双面可视，恐怖静电贴纸，适用于窗户和墙壁，是鬼屋活动和家居装饰的理想选择,1.34,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/9521175e396d44a7bf547bea750fb059-goods.jpeg,https://www.temu.com/search_result.html?search_key=606839534132109&search_method=user,910.csv,1
119,0.9710522740656631,606869598902794,2D 平面木质 FAMILY 家庭主题墙面装饰挂牌，复古做旧拼接字母乡村风壁饰，适合农舍客厅玄关餐厅厨房居家墙面装饰,3.7,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/370fc0c54cad455eb7e4cbac3a97bab6-goods.jpeg,https://www.temu.com/search_result.html?search_key=606869598902794&search_method=user,909.xlsx,1
120,0.9693069863206275,606674244966016,高清简约定制迷你照片，自主上传新婚夫妻婚纱双人写真专属印制，温柔极简浪漫版式设计，厚实细腻纸质做工精致，婚礼纪念伴手礼，适合新人珍藏、婚宴回礼、结婚周年庆贺、梳妆台软装小物，轻奢浪漫质感，定格婚礼一生难忘画面。,0.98,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/4780d79ad61c4c2ab30cc59062001f09-goods.jpeg,https://www.temu.com/search_result.html?search_key=606674244966016&search_method=user,910.csv,61
121,0.9681177106731591,606831816621357,二维平面，1件装白羊座生肖亚克力圆形磁性冰箱贴，白羊座符号，公羊肖像，弧形金色羊角，蓝宝石点缀，厨房装饰，花卉图案，星空圆形边框，适用于家居、橱柜、冰箱、洗碗机、黑板，二维平面,2.66,家居厨房用品,厨房用品,https://img.kwcdn.com/product/217a7c0bf4/2ad036b1-0a8b-4e1c-8b2b-6f3dc5baab36_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606831816621357&search_method=user,911.csv,12
122,0.9680498012498863,607284734341856,2D 平面4片装，白色绿色条纹背景，圆形木质杯垫，咖啡耐热饮料杯垫桌垫 家用茶几保护垫 厨房配件 最佳乔迁礼物,1.34,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/c4700f2a11f6415cbc03d0225be789bd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607284734341856&search_method=user,910.csv,8
123,0.9659180805341818,605672007672549,2D平面画作，1件现代猎豹海报 - 无框帆布画，适用于家庭、办公室装饰 - /带猎豹斑点与条纹的动物图画，极简主义房间装饰礼品，2D平面,8.1,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/36c26362393d41ab88adddcd161b671f-goods.jpeg,https://www.temu.com/search_result.html?search_key=605672007672549&search_method=user,910.csv,48
124,0.9636423887935991,606714308975621,"9pcs of Stainless Steel Cat Cookie Cutting Molds, Silvery Multiple Cat Shaped Cookies and Sugar Flipping Molds, Used for Decorating Cookies, Pies, Sandwiches, Soft Fruits, and Cakes, Suitable for Animal Shaped Cutting Molds for Home Baking",3.03,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/2b4dae7c-e3df-4957-91ab-ea44d8d3aef3.jpg,https://www.temu.com/search_result.html?search_key=606714308975621&search_method=user,909.xlsx,0
125,0.9622247334325534,607591019167823,"10pcs Random Cat-Shaped Snack Bag Sealing Clips Food Bag Packaging Sealing Clips Lightweight Durable, Kitchen Gadget, Lightweight And Convenient for Home",1.17,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/183f0addafbd47389127008e22f5530e-goods.jpeg,https://www.temu.com/search_result.html?search_key=607591019167823&search_method=user,910.csv,2
126,0.9602984629581152,606824770168775,2D平面印花绿色叶片沙发套，1件装，防滑沙发套，沙发垫套装，四季通用,20.9,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/217a7c2178/8b2478d4-110c-4e4d-a93c-3a9cf8983327_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606824770168775&search_method=user,910.csv,7
127,0.9599843943378656,607465122947169,白色免打孔壁挂式储物架，冰箱侧边储物调味篮，带多功能大容量排水功能，适用于厨房、浴室、卧室、客厅、宿舍和家庭的必备收纳，置物架,6.81,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/183aad18a0454fafa695f14448e572af-goods.jpeg,https://www.temu.com/search_result.html?search_key=607465122947169&search_method=user,911.csv,0
